molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
8266,MOL008266,twy_dg_Molecule22.mol2,(Z)-2-Hexenyl hexanoate,19.3927768447,198.340,3.988,1.26351,1.26273,,0,2,0.040466,0.23290858
8267,MOL008267,twy_dg_Molecule23.mol2,2-Methylhexadecanoic acid,20.2278628339,270.510,6.830,1.07421,0.87173,,1,2,0.11414,0.19695796
8268,MOL008268,twy_dg_Molecule24.mol2,cis-Isoeugenol,20.7266922956,164.220,2.500,1.43004,1.38912,,1,2,0.036319,0.31631082
8269,MOL008269,twy_dg_Molecule25.mol2,2-methyl-5-decanone,20.3985830027,310.630,7.993,1.41549,1.31810,,0,1,0.11202,0.24817708
8270,MOL008270,twy_dg_Molecule27.mol2,2-methyldodecan-5-one,13.1616397663,198.390,4.535,1.43317,1.38782,,0,1,0.038615,0.19715846
8271,MOL008271,twy_dg_Molecule30.mol2,"3,7-dimethyl-nonane",16.972272656,156.350,4.981,1.78114,2.05283,,0,0,0.018593,0.21716318
8272,MOL008272,twy_dg_Molecule33.mol2,"1,1,5-trimethyl-2-formylcyclohexa-2,5-diene-4-one",48.94293393,164.220,1.644,0.82035,0.64871,11.7638,0,2,0.043076,0.36358443
8273,MOL008273,twy_dg_Molecule34.mol2,4-Methyl-6-hepten-3-one,78.375441448,126.220,2.074,1.38929,1.69683,11.013,0,1,0.013063,0.32232496
8274,MOL008274,twy_dg_Molecule36.mol2,6-Ethylresorcinol,46.4483188753,138.180,2.238,1.12826,1.06818,11.5615,2,2,0.025434,0.3710123
8275,MOL008275,twy_dg_Molecule38.mol2,5-Indolol,63.1378806743,133.160,1.856,1.37595,1.44369,5.735057,2,1,0.033201,0.19456545
8276,MOL008276,twy_dg_Molecule40.mol2,Undecanol-6,25.7685511021,172.350,4.153,1.19194,1.13780,,1,1,0.023933,0.19956759
8277,MOL008277,twy_dg_Molecule43.mol2,"7,10-PENTADECADIYNOIC ACID",41.4963597414,234.370,5.267,1.32461,0.56959,6.380835,1,2,0.086694,0.26568729
8278,MOL008278,twy_dg_Molecule44.mol2,4-chloro-N-[1-methyl-5-[[1-methyl-5-[[1-methyl-5-(2-morpholinoethylcarbamoyl)pyrrol-3-yl]carbamoyl]pyrrol-3-yl]carbamoyl]pyrrol-3-yl]-5-[2-(2-pyridyl)ethylamino]isothiazole-3-carboxamide,7.18242335086,762.380,2.926,-0.21397,-1.97897,,5,13,0.30969,0.16580985
8279,MOL008279,twy_dg_Molecule45.mol2,Amyl ketone,18.6487617244,170.330,3.827,1.30937,1.47861,,0,1,0.024244,0.21102072
8280,MOL008280,twy_dg_Molecule46.mol2,Isoamylbenzene,35.6935710356,148.270,3.937,1.84037,2.04675,5.892252,0,0,0.025208,0.33920014
8281,MOL008281,twy_dg_Molecule5.mol2,(Z)-2-[[(Z)-2-methylbut-2-enoyl]oxymethyl]but-2-enoic acid,77.1009980672,198.240,2.151,0.49087,0.31757,3.966914,1,4,0.044684,0.30928838
8282,MOL008282,twy_dg_Molecule51.mol2,Tropone,47.4056384559,106.130,1.140,1.24804,1.51623,12.0605,0,1,0.01246,0.50337207
8283,MOL008283,twy_dg_Molecule58.mol2,aromadendrene,18.2125182514,204.390,4.223,1.82539,2.01925,,0,0,0.10418,0.24487498
8284,MOL008284,twy_dg_Molecule63.mol2,BUA,21.6212102507,88.120,0.893,0.69098,0.98156,,1,2,0.0046024,0.33831063
8285,MOL008285,twy_dg_Molecule65.mol2,(3S)-3-butyl-3H-isobenzofuran-1-one,55.0516068869,190.260,3.253,1.29932,1.36685,5.652889,0,2,0.066743,0.37494978
8286,MOL008286,twy_dg_Molecule67.mol2,()-Camphoric acid,99.1288344948,200.260,1.475,0.09689,0.13020,12.150864,2,4,0.065643,0.33550453
8287,MOL008287,twy_dg_Molecule7.mol2,(3E)-3-butylidene-7-hydroxy-2-benzofuran-1-one,42.1735344901,204.240,2.735,1.03402,0.94393,4.752558,1,3,0.082017,0.38183254
8288,MOL008288,twy_dg_Molecule70.mol2,Coniferyl ferulate,4.54324335442,356.400,3.637,0.71232,-0.15688,,2,6,0.39042,0.33456671
8290,MOL008290,twy_dg_Molecule82.mol2,lecithin,0.30708457346,678.060,8.769,0.16468,-1.09781,,0,8,0.40472,0.019545227
8291,MOL008291,twy_dg_Molecule85.mol2,"2,4-Xylylaldehyde",39.326020385,134.190,2.562,1.41558,1.70971,11.7307,0,1,0.025006,0.40718442
8292,MOL008292,twy_dg_Molecule86.mol2,m-Ethylphenol,51.30267376,122.180,2.505,1.54589,1.80713,11.6951,1,1,0.018403,0.37570283
8293,MOL008293,twy_dg_Molecule9.mol2,"1,5,5,6-tetramethyl-1,3-Cyclohexadiene",39.222927032,136.260,3.004,1.82482,2.18394,11.6883,0,0,0.028742,0.29420674
885,MOL000885,hc_cwz_Molecule8.mol2,Dodekan,17.73740163,170.380,5.846,1.79234,1.96263,,0,0,0.02413,0.15765549
967,MOL000967,hc_jh_Molecule45.mol2,bergamotene,28.5114956477,204.390,4.753,1.85590,2.06045,,0,0,0.090026,0.28552434
974,MOL000974,hc_my_Molecule10.mol2,cuminal,38.2860004403,148.220,2.784,1.38829,1.60832,1.941279,0,1,0.029012,0.36335731
