molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA
8957,MOL008957,wjn_bwwz_Molecule33.mol2,Schizandrer B,30.70577053,514.620,4.945,0.65941,0.15116,9.400036,1,9,0.82854,0.19951251
8958,MOL008958,wjn_bwwz_Molecule34.mol2,Angeloylgomisin Q,7.50320824358,530.670,5.144,0.50927,0.04147,,1,9,0.81312,0.15846573
8959,MOL008959,wjn_bwwz_Molecule35.mol2,Angeloylisogomisin O,7.52232338802,498.620,5.959,0.89678,0.40929,,0,8,0.85076,0.19286549
8960,MOL008960,wjn_bwwz_Molecule36.mol2,Benzoylgomisin H,7.51045070564,494.630,5.627,0.74977,0.02981,,1,7,0.86196,0.17151976
8961,MOL008961,wjn_bwwz_Molecule37.mol2,Benzoylgomisin O,7.58949711125,492.610,6.205,1.11283,0.63394,,0,7,0.85292,0.22899194
8962,MOL008962,wjn_bwwz_Molecule38.mol2,Benzoylgomisin P,7.55133956757,508.610,5.191,0.72954,0.08735,,1,8,0.82292,0.23528132
8963,MOL008963,wjn_bwwz_Molecule39.mol2,Benzoylgomisin Q,7.504296759,524.660,5.390,0.825,0.12755,,1,8,0.84906,0.18184634
8964,MOL008964,wjn_bwwz_Molecule42.mol2,Chamissonin diacetate,10.2751932834,348.430,2.447,0.43809,0.19362,,0,6,0.32073,0.29163668
8965,MOL008965,wjn_bwwz_Molecule49.mol2,Clupanodonic acid,44.012901513,276.460,5.502,1.21648,0.84710,7.094422,1,2,0.14904,0.2589252
8966,MOL008966,wjn_bwwz_Molecule50.mol2,Cyclokoreanine B,17.4819550808,414.750,3.383,0.93781,0.52056,,2,3,0.73559,0.24189188
8967,MOL008967,wjn_bwwz_Molecule55.mol2,Epiguaipyridine,36.981966427,215.370,3.954,1.65501,1.78240,4.1726,0,1,0.089577,0.29520723
8968,MOL008968,wjn_bwwz_Molecule58.mol2,Gomisin-A,30.6937534295,416.510,3.852,0.63360,-0.02263,5.088438,1,7,0.77723,0.17027058
8969,MOL008969,wjn_bwwz_Molecule59.mol2,Gomisin B,12.6540632237,498.570,4.746,0.55225,0.18223,,1,9,0.76428,0.20905472
8970,MOL008970,wjn_bwwz_Molecule60.mol2,Gomisin C,7.55749728793,508.610,5.191,0.81021,0.45278,,1,8,0.8229,0.20418723
8971,MOL008971,wjn_bwwz_Molecule61.mol2,Gomisin D,7.87511673183,530.620,3.504,0.12636,-0.44316,,2,10,0.58672,0.19977784
8972,MOL008972,wjn_bwwz_Molecule62.mol2,Gomisin E,8.15274765148,514.620,4.517,0.49589,-0.02305,,1,9,0.61997,0.19548799
