molecule_ID,MOL_ID,file_ID,molecule_name,ob,mw,alogp,caco2,bbb,halflife,hdon,hacc,dl,FASA,herb_cn,herb_pinyin,SMILES,PubChem_CID,molecule_name_cn
2773.0,MOL002773,lbh_hh_Molecule72.mol2,beta-carotene,37.1843333711,536.96,11.999,2.25156,1.52266,4.357938,0.0,0.0,0.58358,0.3253943,桑葚,Sangshen,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,5280489.0,β-胡萝卜素
98.0,MOL000098,fyp_cg_Molecule36_qt.mol2,quercetin,46.4333481195,302.25,1.504,0.04842,-0.7689,14.400548,5.0,7.0,0.27525,0.38453352,桑葚,Sangshen,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,5280343.0,槲皮素
358.0,MOL000358,fyp_hjs_Molecule461_qt.mol2,beta-sitosterol,36.9139058327,414.79,8.084,1.32463,0.98588,5.355491,1.0,1.0,0.75123,0.22550575,当归,Danggui,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,222284.0,β-谷甾醇
449.0,MOL000449,fyp_htp_Molecule484.mol2,Stigmasterol,43.8298515785,412.77,7.64,1.44458,1.00045,5.574595,1.0,1.0,0.75665,0.21679397,当归,Danggui,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,5280794.0,豆甾醇
273.0,MOL000273,fyp_fl_Molecule153.mol2,"(2R)-2-[(3S,5R,10S,13R,14R,16R,17R)-3,16-dihydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-enoic acid",30.93214234,470.76,5.413,0.01025,-0.7579,6.812918,3.0,4.0,0.81281,0.0,茯苓,Fuling,CC(=CCCC(C1C(CC2(C1(CC=C3C2=CCC4C3(CCC(C4(C)C)O)C)C)C)O)C(=O)O)C,10743008.0,
275.0,MOL000275,fyp_fl_Molecule155.mol2,trametenolic acid,38.7115000211,456.78,7.027,0.51877,-0.1423,7.7791,2.0,3.0,0.80199,0.0,茯苓,Fuling,CC(=CCCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)O)C,12309443.0,栓菌酸
276.0,MOL000276,fyp_fl_Molecule156.mol2,"7,9(11)-dehydropachymic acid",35.1058909952,526.83,6.098,0.02743,-0.87172,7.340838,2.0,5.0,0.81091,0.0,茯苓,Fuling,,,
279.0,MOL000279,fyp_fl_Molecule159.mol2,Cerevisterol,37.96382825,430.74,5.146,0.27629,-0.38974,5.312703,3.0,3.0,0.77061,0.0,茯苓,Fuling,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC(C4(C3(CCC(C4)O)C)O)O)C,10181133.0,脑甾醇
280.0,MOL000280,fyp_fl_Molecule160.mol2,"(2R)-2-[(3S,5R,10S,13R,14R,16R,17R)-3,16-dihydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-5-isopropyl-hex-5-enoic acid",31.0720566481,484.79,5.719,0.05107,-0.69764,7.418508,3.0,4.0,0.81528,0.0,茯苓,Fuling,,,
282.0,MOL000282,fyp_fl_Molecule162.mol2,"ergosta-7,22E-dien-3beta-ol",43.507086374,398.74,7.183,1.32195,0.90967,5.113073,1.0,1.0,0.71939,0.0,茯苓,Fuling,,,
283.0,MOL000283,fyp_fl_Molecule163.mol2,Ergosterol peroxide,40.3626804838,430.74,7.171,0.84419,0.34096,3.428952,1.0,3.0,0.81255,0.0,茯苓,Fuling,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C24C=CC5(C3(CCC(C5)O)C)OO4)C,5351516.0,过氧化麦角甾醇
285.0,MOL000285,fyp_fl_Molecule165.mol2,"(2R)-2-[(5R,10S,13R,14R,16R,17R)-16-hydroxy-3-keto-4,4,10,13,14-pentamethyl-1,2,5,6,12,15,16,17-octahydrocyclopenta[a]phenanthren-17-yl]-5-isopropyl-hex-5-enoic acid",38.2551579991,482.77,5.68,0.11551,-0.57069,6.77014,2.0,4.0,0.82014,0.0,茯苓,Fuling,,,
287.0,MOL000287,fyp_fl_Molecule167.mol2,3beta-Hydroxy-24-methylene-8-lanostene-21-oic acid,38.6999140072,470.81,7.333,0.6067,-0.04064,6.59447,2.0,3.0,0.8095,0.0,茯苓,Fuling,CC(C)C(=C)CCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)O,73402.0,
289.0,MOL000289,fyp_fl_Molecule169.mol2,pachymic acid,33.6279195687,528.85,6.543,0.10154,-0.57273,9.266582,2.0,5.0,0.81076,0.0,茯苓,Fuling,CC(C)C(=C)CCC(C1C(CC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)OC(=O)C)C)C)C)O)C(=O)O,5484385.0,茯苓酸
290.0,MOL000290,fyp_fl_Molecule170.mol2,Poricoic acid A,30.60694619,498.77,5.943,-0.1368,-0.92991,8.256824,3.0,5.0,0.76152,0.0,茯苓,Fuling,CC(C)C(=C)CCC(C1C(CC2(C1(CC=C3C2=CCC(C3(C)CCC(=O)O)C(=C)C)C)C)O)C(=O)O,5471851.0,茯苓新酸A
291.0,MOL000291,fyp_fl_Molecule171.mol2,Poricoic acid B,30.5246012947,484.74,5.638,-0.07527,-0.86893,8.672073,3.0,5.0,0.7463,0.0,茯苓,Fuling,CC(=CCCC(C1C(CC2(C1(CC=C3C2=CCC(C3(C)CCC(=O)O)C(=C)C)C)C)O)C(=O)O)C,5471852.0,茯苓新酸B
292.0,MOL000292,fyp_fl_Molecule172.mol2,poricoic acid C,38.1513578853,482.77,7.113,0.31611,-0.41341,7.725726,2.0,4.0,0.74643,0.0,茯苓,Fuling,CC(C)C(=C)CCC(C1CCC2(C1(CC=C3C2=CCC(C3(C)CCC(=O)O)C(=C)C)C)C)C(=O)O,56668247.0,茯苓新酸C
296.0,MOL000296,fyp_fl_Molecule175_qt.mol2,hederagenin,36.9139058327,414.79,8.084,1.31876,0.96428,5.347511,1.0,1.0,0.75072,0.0,茯苓,Fuling,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1)C)C(=O)O)C,73299.0,常春藤皂苷元
300.0,MOL000300,fyp_fl_Molecule180.mol2,dehydroeburicoic acid,44.1722986724,453.75,6.348,0.38192,-0.1611,7.037371,1.0,3.0,0.83458,0.038687482,茯苓,Fuling,CC(C)C(=C)CCC(C1CCC2(C1(CC=C3C2=CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)O,15250826.0,去氢齿孔酸
2419.0,MOL002419,lbh_fz_Molecule44.mol2,(R)-Norcoclaurine,82.5429526502,271.34,2.574,0.62871,0.02804,3.848199,4.0,4.0,0.20872,0.33921602,莲子,Lianzi,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O,440988.0,(R)-去甲乌药碱
6.0,MOL000006,fyp_bdh_Molecule4.mol2,luteolin,36.1626293429,286.25,2.067,0.185,-0.84349,15.944492,4.0,6.0,0.24552,0.39326519,莲子,Lianzi,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,5280445.0,木犀草素
7206.0,MOL007206,lxx_hy_Molecule169.mol2,Armepavine,69.3090585966,313.43,3.612,1.29632,0.91256,3.854195,1.0,4.0,0.28773,0.24703068,莲子,Lianzi,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC)OC,442169.0,去甲荷叶碱
7213.0,MOL007213,lxx_hy_Molecule182.mol2,Nuciferin,34.4310288295,295.41,3.567,1.22086,0.82841,3.070512,0.0,3.0,0.40475,0.24192622,莲子,Lianzi,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC,10146.0,荷叶碱
9155.0,MOL009155,wjn_lzx_Molecule47.mol2,14-Methyl-24-methylene-dihydromangiferodiol,36.8680357549,456.83,6.701,0.79133,-0.03165,4.690608,2.0,2.0,0.80351,0.23475015,莲子,Lianzi,,,
9156.0,MOL009156,wjn_lzx_Molecule48.mol2,4'-methyl-N-methylcoclaurine,55.3515771652,297.43,3.879,1.43764,1.14091,5.053676,0.0,3.0,0.26005,0.23193686,莲子,Lianzi,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)O)OC,3014795.0,
9157.0,MOL009157,wjn_lzx_Molecule49.mol2,NSC90384,36.3203479146,402.58,2.144,-0.2894,-1.11519,6.529657,3.0,5.0,0.80042,0.26582932,莲子,Lianzi,CC12CCC(CC1CCC3C2C(CC4(C3(CCC4C5=COC(=O)C=C5)O)C)O)O,259803.0,异紫堇碱
9160.0,MOL009160,wjn_lzx_Molecule53.mol2,Loureirin A,40.4259281705,286.35,3.425,0.82881,0.20867,17.535437,1.0,4.0,0.18594,0.31244764,莲子,Lianzi,COC1=CC(=C(C=C1)CCC(=O)C2=CC=C(C=C2)O)OC,5319081.0,龙血素A
9167.0,MOL009167,wjn_lzx_Molecule64.mol2,"(1R)-6,7-dimethoxy-1-(4-methoxybenzyl)-2-methyl-3,4-dihydro-1H-isoquinoline",52.9553691701,327.46,3.863,1.27902,0.78786,3.465467,0.0,4.0,0.32468,0.22346655,莲子,Lianzi,,,
9172.0,MOL009172,wjn_lzx_Molecule77.mol2,Pronuciferin,32.7491475556,311.41,2.351,0.73299,0.4994,9.728098,0.0,4.0,0.367,0.24919628,莲子,Lianzi,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)OC,200480.0,前荷叶碱
98.0,MOL000098,fyp_cg_Molecule36_qt.mol2,quercetin,46.4333481195,302.25,1.504,0.04842,-0.7689,14.400548,5.0,7.0,0.27525,0.38453352,莲子,Lianzi,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,5280343.0,槲皮素
2039.0,MOL002039,lbh_cby_Molecule78.mol2,Isopimaric acid,36.1976186221,302.5,4.882,1.12099,1.12178,1.174125,1.0,2.0,0.28077,0.31502777,百合,Baihe,CC1(CCC2C(=CCC3C2(CCCC3(C)C(=O)O)C)C1)C=C,442048.0,异海松酸
449.0,MOL000449,fyp_htp_Molecule484.mol2,Stigmasterol,43.8298515785,412.77,7.64,1.44458,1.00045,5.574595,1.0,1.0,0.75665,0.21679397,百合,Baihe,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,5280794.0,豆甾醇
358.0,MOL000358,fyp_hjs_Molecule461_qt.mol2,beta-sitosterol,36.9139058327,414.79,8.084,1.32463,0.98588,5.355491,1.0,1.0,0.75123,0.22550575,百合,Baihe,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,222284.0,β-谷甾醇
9449.0,MOL009449,wy_bh_Molecule121_qt.mol2,"26-O-beta-D-Glucopyranosyl-3beta,26-dihydroxy-choleslen-16,22-dioxo-3-O-alpha-L-rhamnopyranosyl-(1-2)-beta-D-glucopyranoside_qt",32.429481127,432.71,3.764,-0.17385,-1.10795,6.016523,2.0,4.0,0.8021,0.23031193,百合,Baihe,,,
9458.0,MOL009458,wy_bh_Molecule138_qt.mol2,3-Demethylcolchicine,39.3432289356,385.45,1.467,0.12204,-0.5171,2.467286,2.0,7.0,0.56626,0.24223475,百合,Baihe,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)O,299664.0,3-去甲基秋水仙碱
9465.0,MOL009465,wy_bh_Molecule161_qt.mol2,"26-O-β-D-glucopyranosyl-3β,26-dihydroxy-5-cholesten-16,22-dioxo-3-O-α-L-rhamnopyranosyl-(1→2)-β-D-glucopyranoside_qt",35.1139753561,430.69,3.514,-0.01821,-0.95676,4.147807,2.0,4.0,0.80695,0.23091006,百合,Baihe,,,
9471.0,MOL009471,wy_bh_Molecule169_qt.mol2,"26-O-β-D-glucopyranosyl-3β,26-dihydroxy-cholestan-16,22-dioxo-3-O-α-L-rhamnopyranosyl-(1→2)-β-D-glucopyranoside_qt",32.429481127,432.71,3.764,-0.03837,-0.99437,5.733787,2.0,4.0,0.80088,0.2141605,百合,Baihe,,,
1525.0,MOL001525,hcx_szr_Molecule104_qt.mol2,Daucosterol,36.9139058327,414.79,8.084,1.42309,1.14991,5.409395,1.0,1.0,0.75149,0.21033865,益智仁,Yizhiren,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,5742590.0,胡萝卜苷
359.0,MOL000359,fyp_hjs_Molecule463.mol2,sitosterol,36.91390583,414.79,8.084,1.32059,0.87298,5.371091,1.0,1.0,0.7512,0.22479513,益智仁,Yizhiren,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,222284.0,谷甾醇
449.0,MOL000449,fyp_htp_Molecule484.mol2,Stigmasterol,43.8298515785,412.77,7.64,1.44458,1.00045,5.574595,1.0,1.0,0.75665,0.21679397,益智仁,Yizhiren,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,5280794.0,豆甾醇
9355.0,MOL009355,wjn_yz_Molecule299.mol2,sitosterol palmitate,30.9050890993,653.25,15.061,1.46872,0.70064,9.009258,0.0,2.0,0.40049,0.18779902,益智仁,Yizhiren,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCC(CC)C(C)C)C)C,9852570.0,谷甾醇棕榈酸酯
4624.0,MOL004624,lh_ch_Molecule2838.mol2,Longikaurin A,47.7221498383,348.48,1.162,0.08296,0.0872,1.710894,3.0,5.0,0.53015,0.27365351,五味子,Wuweizi,CC1(CCCC23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)C,102117144.0,长叶对映贝壳杉素A
5317.0,MOL005317,lh_rs_Molecule2383.mol2,Deoxyharringtonine,39.2744398817,515.66,3.127,0.18714,-0.24531,7.898127,1.0,9.0,0.8116,0.22551122,五味子,Wuweizi,CC(C)CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O,285342.0,脱氧三尖杉酯碱
8956.0,MOL008956,wjn_bwwz_Molecule32.mol2,Angeloylgomisin O,31.9653894482,498.62,5.959,0.8302,0.40534,7.997863,0.0,8.0,0.84763,0.21411294,五味子,Wuweizi,CC=C(C)C(=O)OC1C(C(CC2=CC3=C(C(=C2C4=C(C(=C(C=C14)OC)OC)OC)OC)OCO3)C)C,91864462.0,当归酰基五味子酯O
8957.0,MOL008957,wjn_bwwz_Molecule33.mol2,Schizandrer B,30.70577053,514.62,4.945,0.65941,0.15116,9.400036,1.0,9.0,0.82854,0.19951251,五味子,Wuweizi,CC=C(C)C(=O)OC1C2=CC(=C(C(=C2C3=C(C4=C(C=C3CC(C1(C)O)C)OCO4)OC)OC)OC)OC,5318785.0,五味子乙素
8968.0,MOL008968,wjn_bwwz_Molecule58.mol2,Gomisin-A,30.6937534295,416.51,3.852,0.6336,-0.02263,5.088438,1.0,7.0,0.77723,0.17027058,五味子,Wuweizi,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1(C)O)OC)OC)OC)OC)OCO3,3001662.0,五味子酯甲
8974.0,MOL008974,wjn_bwwz_Molecule64.mol2,Gomisin G,32.67834097,508.61,5.191,0.73032,0.16342,8.498748,1.0,8.0,0.82713,0.21489508,五味子,Wuweizi,CC1CC2=CC(=C(C(=C2C3=C(C4=C(C=C3C(C1(C)O)OC(=O)C5=CC=CC=C5)OCO4)OC)OC)OC)OC,14992067.0,五味子酯G
8978.0,MOL008978,wjn_bwwz_Molecule68.mol2,Gomisin R,34.84255546,400.46,3.834,0.60465,0.03731,9.539573,1.0,7.0,0.85805,0.20465718,五味子,Wuweizi,CC1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4C(C1C)O)OCO5)OC)OC)OCO3,11495015.0,五味子酯R
8992.0,MOL008992,wjn_bwwz_Molecule95.mol2,Wuweizisu C,46.266857212,384.46,4.869,1.08414,0.49518,8.720743,0.0,6.0,0.8436,0.19889733,五味子,Wuweizi,CC1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4CC1C)OCO5)OC)OC)OCO3,443027.0,五味子素丙
1559.0,MOL001559,lbh_bb_Molecule107.mol2,piperlonguminine,30.7114272607,273.36,2.934,0.95227,0.26509,8.656318,1.0,4.0,0.1802,0.35471079,山药,Shanyao,CC(C)CNC(=O)C=CC=CC1=CC2=C(C=C1)OCO2,5320621.0,胡椒酰胺
1736.0,MOL001736,lbh_blg_Molecule113.mol2,(-)-taxifolin,60.5062169158,304.27,1.485,-0.24278,-1.01861,14.37314,5.0,7.0,0.27342,0.40842575,山药,Shanyao,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,712316.0,(-)-花旗松素
310.0,MOL000310,fyp_hft_Molecule54.mol2,Denudatin B,61.4723760592,356.45,2.804,0.9047,0.3478,7.71269,0.0,5.0,0.37838,0.23878755,山药,Shanyao,CC1C(OC2=CC(=O)C(=CC12OC)CC=C)C3=CC(=C(C=C3)OC)OC,442834.0,剥皮素B
322.0,MOL000322,fyp_hft_Molecule66.mol2,Kadsurenone,54.7230128444,356.45,2.804,0.81874,0.51544,9.156194,0.0,5.0,0.37829,0.23647803,山药,Shanyao,CC1C(OC2=CC(=O)C(=CC12OC)CC=C)C3=CC(=C(C=C3)OC)OC,122159.0,南五味子酮
5429.0,MOL005429,lh_sy_Molecule3085.mol2,hancinol,64.0132680992,372.5,2.464,0.53368,0.1719,4.056839,1.0,5.0,0.37314,0.24655533,山药,Shanyao,CC1C(C2C(=O)C1(C=C(C2(C)O)OC)CC=C)C3=CC(=C(C=C3)OC)OC,176097.0,含笑内酯醇
5430.0,MOL005430,lh_sy_Molecule3087.mol2,hancinone C,59.0459344422,400.51,3.344,0.74216,0.05505,4.142695,0.0,6.0,0.38965,0.18930809,山药,Shanyao,CC(=CC1=CC(=C(C(=C1)OC)OC)OC)C2(C=C(C(=O)C=C2OC)CC=C)OC,6443896.0,含笑内酯C
5435.0,MOL005435,lh_sy_Molecule3095_qt.mol2,24-Methylcholest-5-enyl-3belta-O-glucopyranoside_qt,37.5768178856,400.76,7.628,1.33061,0.95549,4.905825,1.0,1.0,0.71653,0.2231788,山药,Shanyao,,,
5438.0,MOL005438,lh_sy_Molecule3099.mol2,campesterol,37.5768178856,400.76,7.628,1.34459,0.94546,4.832037,1.0,1.0,0.71488,0.22386885,山药,Shanyao,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,173183.0,菜油甾醇
5440.0,MOL005440,lh_sy_Molecule3101.mol2,Isofucosterol,43.77639556,412.77,7.834,1.36229,0.97011,5.180923,1.0,1.0,0.7576,0.23940164,山药,Shanyao,CC=C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,5281326.0,异墨角藻甾醇
449.0,MOL000449,fyp_htp_Molecule484.mol2,Stigmasterol,43.8298515785,412.77,7.64,1.44458,1.00045,5.574595,1.0,1.0,0.75665,0.21679397,山药,Shanyao,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,5280794.0,豆甾醇
5458.0,MOL005458,lh_sy_Molecule3145_qt.mol2,Dioscoreside C_qt,36.3822873812,444.72,3.964,0.38532,-0.43812,5.489707,2.0,4.0,0.87051,0.19126822,山药,Shanyao,CC1C(C(C(C(O1)OC2C(OC(C(C2O)OC3C(C(C(C(O3)C)O)O)O)OC4CCC5(C6CCC7(C(C6CC=C5C4)CC8C7C(=C(O8)C(CC(C)COC9C(C(C(C(O9)CO)O)O)O)OC)C)C)C)CO)O)O)O,21575199.0,
546.0,MOL000546,fyp_ltj_Molecule110.mol2,diosgenin,80.8779249091,414.69,4.634,0.81998,0.27383,4.137054,1.0,3.0,0.80979,0.19077273,山药,Shanyao,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,99474.0,薯蓣皂苷元
5461.0,MOL005461,lh_sy_Molecule3148.mol2,Doradexanthin,38.1557504756,584.96,8.725,0.51567,-1.19296,4.129956,2.0,3.0,0.53662,0.33748963,山药,Shanyao,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,16061189.0,金鱼黄质
5463.0,MOL005463,lh_sy_Molecule3150_qt.mol2,Methylcimicifugoside_qt,31.6934852464,556.81,3.208,0.20871,-0.40946,11.292875,1.0,7.0,0.23655,0.2319219,山药,Shanyao,,,
5465.0,MOL005465,lh_sy_Molecule3155.mol2,AIDS180907,45.3283593344,394.45,4.806,0.73263,-0.00015,14.863202,3.0,6.0,0.77301,0.26999709,山药,Shanyao,,,
953.0,MOL000953,hc_jh_Molecule21.mol2,CLR,37.8738975447,386.73,7.376,1.43101,1.12678,4.518834,1.0,1.0,0.67677,0.19867201,山药,Shanyao,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,5997.0,胆固醇
,LYR001,,Gallic acid,31.69,,,,,,,,0.04,,龙眼肉,Longyanrou,C1=C(C=C(C(=C1O)O)O)C(=O)O,370.0,没食子酸
,LYR002,,Ellagic acid,43.06,,,,,,,,0.43,,龙眼肉,Longyanrou,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,5281855.0,鞣花酸
,LYR003,,Quercetin,46.43,,,,,,,,0.28,,龙眼肉,Longyanrou,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,5280343.0,槲皮素
,LYR004,,Kaempferol,41.88,,,,,,,,0.24,,龙眼肉,Longyanrou,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,5280863.0,山柰酚
,LYR005,,Adenine,34.72,,,,,,,,0.04,,龙眼肉,Longyanrou,C1=NC2=NC=NC(=C2N1)N,190.0,腺嘌呤
,LYR006,,Adenosine,32.52,,,,,,,,0.11,,龙眼肉,Longyanrou,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,60961.0,腺苷
,LYR007,,beta-Sitosterol,36.91,,,,,,,,0.75,,龙眼肉,Longyanrou,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,222284.0,β-谷甾醇
,LYR008,,Uridine,32.3,,,,,,,,0.05,,龙眼肉,Longyanrou,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,6029.0,尿苷
,LYR009,,Ethyl gallate,52.38,,,,,,,,0.06,,龙眼肉,Longyanrou,CCOC(=O)C1=CC(=C(C(=C1)O)O)O,13250.0,没食子酸乙酯
,LYR010,,Corilagin,35.82,,,,,,,,0.68,,龙眼肉,Longyanrou,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O,73568.0,柯里拉京
,TM001,,Gastrodin,37.69,,,,,,,,0.06,,天麻,Tianma,C1=CC(=CC=C1CO)OC2C(C(C(C(O2)CO)O)O)O,115067.0,天麻素
,TM002,,4-Hydroxybenzyl alcohol,43.09,,,,,,,,0.02,,天麻,Tianma,C1=CC(=CC=C1CO)O,125.0,对羟基苯甲醇
,TM003,,Vanillin,52.0,,,,,,,,0.03,,天麻,Tianma,COC1=C(C=CC(=C1)C=O)O,1183.0,香草醛
,TM004,,4-Hydroxybenzaldehyde,57.78,,,,,,,,0.02,,天麻,Tianma,C1=CC(=CC=C1C=O)O,126.0,对羟基苯甲醛
,TM005,,Vanillyl alcohol,42.06,,,,,,,,0.04,,天麻,Tianma,COC1=C(C=CC(=C1)CO)O,62348.0,香草醇
,TM006,,beta-Sitosterol,36.91,,,,,,,,0.75,,天麻,Tianma,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,222284.0,β-谷甾醇
,TM007,,Parishin,31.27,,,,,,,,0.52,,天麻,Tianma,CC1C(C(C(C(O1)OC2=CC=C(C=C2)COC(=O)CC(CC(=O)OCC3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)(C(=O)OC5=CC=C(C=C5)OC6C(C(C(C(O6)CO)O)O)O)O)O)O)O,44421666.0,天麻苷A
,TM008,,Parishin B,33.15,,,,,,,,0.48,,天麻,Tianma,C1=CC(=CC=C1COC(=O)CC(CC(=O)O)(C(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,44715528.0,天麻苷B
,TM009,,Parishin C,30.89,,,,,,,,0.45,,天麻,Tianma,C1=CC(=CC=C1COC(=O)CC(CC(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)(C(=O)O)O)OC4C(C(C(C(O4)CO)O)O)O,10676408.0,天麻苷C
,TM011,,Daucosterol,36.91,,,,,,,,0.75,,天麻,Tianma,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,5742590.0,胡萝卜苷
,TM012,,Succinic acid,36.21,,,,,,,,0.01,,天麻,Tianma,C(CC(=O)O)C(=O)O,1110.0,琥珀酸
