Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle Process (GO:0090068),3/118,0.0042013986787755,0.0222416901484567,0,0,9.948160535117056,54.439694841039895,DRD2;DRD3;CDC25B
GO_Biological_Process_2023,Negative Regulation Of Protein Kinase B Signaling (GO:0051898),2/36,0.0044057485573151,0.023134639185578,0,0,22.098779134295228,119.88245371315708,DRD2;DRD3
GO_Biological_Process_2023,Blood Vessel Diameter Maintenance (GO:0097746),2/36,0.0044057485573151,0.023134639185578,0,0,22.098779134295228,119.88245371315708,CRP;NOS1
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),4/244,0.0045287953881081,0.0236848694289366,0,0,6.439542483660131,34.75613809810014,ADRA1D;PRKCA;OPRM1;EGFR
GO_Biological_Process_2023,Negative Regulation Of Transferase Activity (GO:0051348),2/37,0.0046493297130716,0.0238347060784739,0,0,21.466307277628037,115.29622797888813,GSK3B;TP53
GO_Biological_Process_2023,Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),2/37,0.0046493297130716,0.0238347060784739,0,0,21.466307277628037,115.29622797888813,GSK3B;MTOR
GO_Biological_Process_2023,Positive Regulation Of Immune Effector Process (GO:0002699),2/37,0.0046493297130716,0.0238347060784739,0,0,21.466307277628037,115.29622797888813,IL10;IL2
GO_Biological_Process_2023,Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),2/37,0.0046493297130716,0.0238347060784739,0,0,21.466307277628037,115.29622797888813,IL10;IL6
GO_Biological_Process_2023,Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894),2/37,0.0046493297130716,0.0238347060784739,0,0,21.466307277628037,115.29622797888813,IL10;IL6
GO_Biological_Process_2023,Cellular Response To Lipopolysaccharide (GO:0071222),3/124,0.0048253054284841,0.0246394533100156,0,0,9.452002542911634,50.41585909089752,IL10;IL6;MAPK14
GO_Biological_Process_2023,G2/M Transition Of Mitotic Cell Cycle (GO:0000086),2/38,0.0048990124149553,0.0249177219694002,0,0,20.86897274633124,110.99625699529578,CDK2;CDC25B
GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle (GO:0007346),3/125,0.0049344298084278,0.0249998260216049,0,0,9.37405422446406,49.79045918148615,IL10;PRKCA;CDC25B
GO_Biological_Process_2023,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),2/39,0.005154762512853,0.0259136704619005,0,0,20.30392656807751,106.95771941641132,CAV1;PTGS2
GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),2/39,0.005154762512853,0.0259136704619005,0,0,20.30392656807751,106.95771941641132,CAV1;TP53
GO_Biological_Process_2023,Negative Regulation Of Protein Localization (GO:1903828),2/40,0.0054165459946757,0.0267120157988382,0,0,19.768619662363456,103.15852743339592,GSK3B;MTOR
GO_Biological_Process_2023,Cell Cycle G2/M Phase Transition (GO:0044839),2/40,0.0054165459946757,0.0267120157988382,0,0,19.768619662363456,103.15852743339592,CDK2;CDC25B
GO_Biological_Process_2023,Positive Regulation Of Catalytic Activity (GO:0043085),2/40,0.0054165459946757,0.0267120157988382,0,0,19.768619662363456,103.15852743339592,CAV1;MAPK14
GO_Biological_Process_2023,Positive Regulation Of Wound Healing (GO:0090303),2/40,0.0054165459946757,0.0267120157988382,0,0,19.768619662363456,103.15852743339592,ADRA2A;MTOR
GO_Biological_Process_2023,Negative Regulation Of Cell-Cell Adhesion (GO:0022408),2/40,0.0054165459946757,0.0267120157988382,0,0,19.768619662363456,103.15852743339592,IL10;VEGFA
GO_Biological_Process_2023,Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),2/41,0.0056843289829896,0.0279264192838542,0,0,19.260764392839864,99.5789645542479,CAV1;SCN5A
GO_Biological_Process_2023,Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),2/42,0.0059580777350701,0.0291608559335321,0,0,18.77830188679245,96.20137910485468,CAV1;DRD1
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),4/266,0.0061315917301209,0.0298972724585218,0,0,5.892231701841042,30.016801264079277,IL6;PRKCA;DRD3;VEGFA
GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),3/136,0.0062339750271186,0.0300757359109275,0,0,8.593984962406015,43.638030686995705,DRD2;DRD3;EGFR
GO_Biological_Process_2023,Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),2/43,0.0062377586430528,0.0300757359109275,0,0,18.3193741371376,93.00992375609684,GSK3B;VEGFA
GO_Biological_Process_2023,Learning (GO:0007612),2/43,0.0062377586430528,0.0300757359109275,0,0,18.3193741371376,93.00992375609684,DRD2;DRD3
GO_Biological_Process_2023,Cellular Response To Ketone (GO:1901655),2/44,0.0065233382304956,0.0311057709005621,0,0,17.88230008984726,89.9903332561638,ADCY2;NR3C1
GO_Biological_Process_2023,Positive Regulation Of Chemotaxis (GO:0050921),2/44,0.0065233382304956,0.0311057709005621,0,0,17.88230008984726,89.9903332561638,IL6;VEGFA
GO_Biological_Process_2023,Regulation Of B Cell Proliferation (GO:0030888),2/44,0.0065233382304956,0.0311057709005621,0,0,17.88230008984726,89.9903332561638,IL10;IL2
GO_Biological_Process_2023,Intracellular Calcium Ion Homeostasis (GO:0006874),3/139,0.0066205077532143,0.031453474563806,0,0,8.403139140271493,42.16344987910934,CAV1;DRD3;DRD4
GO_Biological_Process_2023,Nervous System Development (GO:0007399),5/433,0.0066518162724844,0.0314868821365413,0,0,4.560046728971963,22.858900186977205,ALDH5A1;DRD1;DRD2;EGFR;VEGFA
GO_Biological_Process_2023,Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),2/46,0.0071120602145664,0.0331810866845062,0,0,17.067753001715264,84.41648020216196,IL6;MAPK14
GO_Biological_Process_2023,Regulation Of Fibroblast Proliferation (GO:0048145),2/46,0.0071120602145664,0.0331810866845062,0,0,17.067753001715264,84.41648020216196,CDK4;TP53
GO_Biological_Process_2023,Cardiac Conduction (GO:0061337),2/46,0.0071120602145664,0.0331810866845062,0,0,17.067753001715264,84.41648020216196,CAV1;SCN5A
GO_Biological_Process_2023,Response To Hydrogen Peroxide (GO:0042542),2/46,0.0071120602145664,0.0331810866845062,0,0,17.067753001715264,84.41648020216196,IL6;SLC6A2
GO_Biological_Process_2023,Ras Protein Signal Transduction (GO:0007265),3/144,0.0072959334530182,0.0339169379518447,0,0,8.103109656301145,39.87084986441187,CDK2;TP53;ADRA2A
GO_Biological_Process_2023,Regulation Of Wound Healing (GO:0061041),2/47,0.0074151363272161,0.0340782864151755,0,0,16.68763102725367,81.84001272353673,CAV1;ADRA2A
GO_Biological_Process_2023,Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),2/47,0.0074151363272161,0.0340782864151755,0,0,16.68763102725367,81.84001272353673,IL6;MTOR
GO_Biological_Process_2023,Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),2/47,0.0074151363272161,0.0340782864151755,0,0,16.68763102725367,81.84001272353673,IL10;IL6
GO_Biological_Process_2023,Positive Regulation Of Protein Kinase Activity (GO:0045860),3/145,0.0074357402124091,0.0340782864151755,0,0,8.045639219934994,39.43535585032328,ADRB2;ADRA2A;VEGFA
GO_Biological_Process_2023,Positive Regulation Of Cellular Catabolic Process (GO:0031331),3/146,0.0075771310483291,0.03460401045663,0,0,7.988972565895643,39.00712234774465,GSK3B;ADRA2A;MTOR
GO_Biological_Process_2023,Inorganic Cation Transmembrane Transport (GO:0098662),4/284,0.0076948445589121,0.0349059239766995,0,0,5.508403361344538,26.81052679685072,HTR3A;SCN5A;SLC6A2;SLC6A4
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),2/48,0.0077239785515133,0.0349059239766995,0,0,16.32403609515997,79.3907365306209,CAV1;TP53
GO_Biological_Process_2023,Post-Translational Protein Modification (GO:0043687),2/48,0.0077239785515133,0.0349059239766995,0,0,16.32403609515997,79.3907365306209,CDK2;PRKCA
GO_Biological_Process_2023,Regulation Of Interleukin-12 Production (GO:0032655),2/50,0.0083588302127531,0.0375135044496222,0,0,15.642295597484276,74.83957451132376,IL10;MAPK14
GO_Biological_Process_2023,Dicarboxylic Acid Metabolic Process (GO:0043648),2/50,0.0083588302127531,0.0375135044496222,0,0,15.642295597484276,74.83957451132376,ALDH5A1;ME2
GO_Biological_Process_2023,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),2/51,0.0086847744196851,0.03870842756815,0,0,15.322294955718135,72.72242891249378,NOS1;DRD1
GO_Biological_Process_2023,Receptor Internalization (GO:0031623),2/51,0.0086847744196851,0.03870842756815,0,0,15.322294955718135,72.72242891249378,CAV1;DRD3
GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),4/297,0.0089741903449777,0.0393744494615233,0,0,5.260523321956769,24.794964097574105,SLC6A2;EGFR;MTOR;VEGFA
GO_Biological_Process_2023,Arachidonic Acid Metabolic Process (GO:0019369),2/52,0.0090163542714513,0.0393744494615233,0,0,15.015094339622642,70.70180308721763,PTGS2;PTGS1
GO_Biological_Process_2023,Neurotransmitter Transport (GO:0006836),2/52,0.0090163542714513,0.0393744494615233,0,0,15.015094339622642,70.70180308721763,SLC6A2;SLC6A4
GO_Biological_Process_2023,Regulation Of Protein Localization To Nucleus (GO:1900180),2/52,0.0090163542714513,0.0393744494615233,0,0,15.015094339622642,70.70180308721763,GSK3B;MTOR
GO_Biological_Process_2023,Cell Cycle G1/S Phase Transition (GO:0044843),2/52,0.0090163542714513,0.0393744494615233,0,0,15.015094339622642,70.70180308721763,CDK4;CDK2
GO_Biological_Process_2023,Positive Regulation Of B Cell Activation (GO:0050871),2/52,0.0090163542714513,0.0393744494615233,0,0,15.015094339622642,70.70180308721763,IL6;IL2
GO_Biological_Process_2023,Blood Vessel Morphogenesis (GO:0048514),2/53,0.009353537479896,0.0407098594343126,0,0,14.719940806511284,68.77157326825663,CAV1;VEGFA
GO_Biological_Process_2023,Negative Regulation Of Protein Catabolic Process (GO:0042177),2/54,0.0096962918823686,0.0419203019047738,0,0,14.436139332365748,66.92611152225938,IL10;EGFR
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),2/54,0.0096962918823686,0.0419203019047738,0,0,14.436139332365748,66.92611152225938,IL6;VEGFA
GO_Biological_Process_2023,Regulation Of Macromolecule Metabolic Process (GO:0060255),3/162,0.0100580645154899,0.0431963896575843,0,0,7.179245283018868,33.02008095260695,IL10;CDK4;CDK2
GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),3/162,0.0100580645154899,0.0431963896575843,0,0,7.179245283018868,33.02008095260695,GSK3B;EGFR;MTOR
GO_Biological_Process_2023,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),2/56,0.0103983862699687,0.0442187114496704,0,0,13.900069881201956,63.46917373688809,MAPK14;TP53
GO_Biological_Process_2023,Positive Regulation Of Cellular Metabolic Process (GO:0031325),2/56,0.0103983862699687,0.0442187114496704,0,0,13.900069881201956,63.46917373688809,MAPK14;TP53
GO_Biological_Process_2023,Mitotic DNA Damage Checkpoint Signaling (GO:0044773),2/56,0.0103983862699687,0.0442187114496704,0,0,13.900069881201956,63.46917373688809,CDK2;TP53
GO_Biological_Process_2023,Signal Transduction In Response To DNA Damage (GO:0042770),2/57,0.0107576625735069,0.0454484962796044,0,0,13.646655231560892,61.84851083908173,MAPK14;TP53
GO_Biological_Process_2023,Striated Muscle Contraction (GO:0006941),2/57,0.0107576625735069,0.0454484962796044,0,0,13.646655231560892,61.84851083908173,NOS1;SCN5A
GO_Biological_Process_2023,Peptidyl-Threonine Phosphorylation (GO:0018107),2/58,0.0111223827118784,0.0466852115770431,0,0,13.402291105121291,60.29417013614965,GSK3B;PRKCA
GO_Biological_Process_2023,Positive Regulation Of Mitochondrion Organization (GO:0010822),2/58,0.0111223827118784,0.0466852115770431,0,0,13.402291105121291,60.29417013614965,GSK3B;TP53
GO_Biological_Process_2023,Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),2/59,0.0114925151614888,0.0479285921686529,0,0,13.16650115855677,58.80237509291298,OPRD1;GSK3B
GO_Biological_Process_2023,Positive Regulation Of Protein Binding (GO:0032092),2/59,0.0114925151614888,0.0479285921686529,0,0,13.16650115855677,58.80237509291298,GSK3B;CAV1
