gene_symbol,ensembl_id,score,source,gene_id,disease,disease_key
LSM4,ENSG00000130520,0.09965561939619565,OpenTargets,,Anxiety disorder,anxiety
PGR,ENSG00000082175,0.09964283526582543,OpenTargets,,Anxiety disorder,anxiety
DLST,ENSG00000119689,0.09929662582927144,OpenTargets,,Anxiety disorder,anxiety
MAOA,ENSG00000189221,0.09900932662688373,OpenTargets,,Anxiety disorder,anxiety
CCKBR,ENSG00000110148,0.09880971081113596,OpenTargets,,Anxiety disorder,anxiety
ALX1,ENSG00000180318,0.0985158143012613,OpenTargets,,Anxiety disorder,anxiety
ADRA2B,ENSG00000274286,0.09843929693122314,OpenTargets,,Anxiety disorder,anxiety
IL2,ENSG00000109471,0.09840526284364312,OpenTargets,,Anxiety disorder,anxiety
LETM2,ENSG00000165046,0.09828480655776119,OpenTargets,,Anxiety disorder,anxiety
CCNH,ENSG00000134480,0.09806533967799816,OpenTargets,,Anxiety disorder,anxiety
ADRA2C,ENSG00000184160,0.09743459563408434,OpenTargets,,Anxiety disorder,anxiety
ADRA2A,ENSG00000150594,0.09724980570674198,OpenTargets,,Anxiety disorder,anxiety
ZSCAN2,ENSG00000176371,0.09690838648507755,OpenTargets,,Anxiety disorder,anxiety
NPY,ENSG00000122585,0.09556669681909508,OpenTargets,,Anxiety disorder,anxiety
LRP4,ENSG00000134569,0.09506531757160268,OpenTargets,,Anxiety disorder,anxiety
KHK,ENSG00000138030,0.09494627288361192,OpenTargets,,Anxiety disorder,anxiety
