gene_symbol,ensembl_id,score,source,gene_id,disease,disease_key
PROX1,ENSG00000117707,0.31371094753914164,OpenTargets,,Anxiety disorder,anxiety
KLF11,ENSG00000172059,0.3133406234725637,OpenTargets,,Anxiety disorder,anxiety
CDH6,ENSG00000113361,0.31319229946293786,OpenTargets,,Anxiety disorder,anxiety
DENND1B,ENSG00000213047,0.31284220212172625,OpenTargets,,Anxiety disorder,anxiety
CAMKK2,ENSG00000110931,0.31250743513333334,OpenTargets,,Anxiety disorder,anxiety
LAMC3,ENSG00000050555,0.31237292999605887,OpenTargets,,Anxiety disorder,anxiety
KLF7,ENSG00000118263,0.31082199630727975,OpenTargets,,Anxiety disorder,anxiety
ASCL1,ENSG00000139352,0.3106380805218566,OpenTargets,,Anxiety disorder,anxiety
ZDHHC14,ENSG00000175048,0.3102221774897113,OpenTargets,,Anxiety disorder,anxiety
FHIT,ENSG00000189283,0.309460682465218,OpenTargets,,Anxiety disorder,anxiety
SV2A,ENSG00000159164,0.3094356778853513,OpenTargets,,Anxiety disorder,anxiety
ESAM,ENSG00000149564,0.3093391359853943,OpenTargets,,Anxiety disorder,anxiety
KIRREL3,ENSG00000149571,0.30909543750150237,OpenTargets,,Anxiety disorder,anxiety
NR2F1,ENSG00000175745,0.3085622217578655,OpenTargets,,Anxiety disorder,anxiety
OPRD1,ENSG00000116329,0.3081371810297988,OpenTargets,,Anxiety disorder,anxiety
NYAP2,ENSG00000144460,0.3073801478614258,OpenTargets,,Anxiety disorder,anxiety
DPT,ENSG00000143196,0.30600725468990586,OpenTargets,,Anxiety disorder,anxiety
SHISA9,ENSG00000237515,0.3052501070686695,OpenTargets,,Anxiety disorder,anxiety
PRKCA,ENSG00000154229,0.3048691482852433,OpenTargets,,Anxiety disorder,anxiety
TLL1,ENSG00000038295,0.304683230520555,OpenTargets,,Anxiety disorder,anxiety
SATB1,ENSG00000182568,0.3044485551715228,OpenTargets,,Anxiety disorder,anxiety
TAOK3,ENSG00000135090,0.30429645019594936,OpenTargets,,Anxiety disorder,anxiety
TFAP2B,ENSG00000008196,0.30362276066119775,OpenTargets,,Anxiety disorder,anxiety
THOC7,ENSG00000163634,0.30323417481735826,OpenTargets,,Anxiety disorder,anxiety
TANK,ENSG00000136560,0.3025914441390302,OpenTargets,,Anxiety disorder,anxiety
MRPS33,ENSG00000090263,0.3020915033382401,OpenTargets,,Anxiety disorder,anxiety
LONRF1,ENSG00000154359,0.30102104185890116,OpenTargets,,Anxiety disorder,anxiety
NPVF,ENSG00000105954,0.29935417600676684,OpenTargets,,Anxiety disorder,anxiety
NAA11,ENSG00000156269,0.2991819943683365,OpenTargets,,Anxiety disorder,anxiety
OPRM1,ENSG00000112038,0.2986116395751571,OpenTargets,,Anxiety disorder,anxiety
MTM1,ENSG00000171100,0.298140968707242,OpenTargets,,Anxiety disorder,anxiety
ANP32B,ENSG00000136938,0.29787490635906205,OpenTargets,,Anxiety disorder,anxiety
THSD7B,ENSG00000144229,0.2978423314544941,OpenTargets,,Anxiety disorder,anxiety
ANO2,ENSG00000047617,0.29783944579095406,OpenTargets,,Anxiety disorder,anxiety
PACRG,ENSG00000112530,0.29768779478550345,OpenTargets,,Anxiety disorder,anxiety
OPRK1,ENSG00000082556,0.29763915911940175,OpenTargets,,Anxiety disorder,anxiety
CCDC68,ENSG00000166510,0.2972612259971492,OpenTargets,,Anxiety disorder,anxiety
CSMD1,ENSG00000183117,0.29619560721323,OpenTargets,,Anxiety disorder,anxiety
TTC12,ENSG00000149292,0.29462523539384006,OpenTargets,,Anxiety disorder,anxiety
PDHX,ENSG00000110435,0.2942356148906268,OpenTargets,,Anxiety disorder,anxiety
ASCC3,ENSG00000112249,0.2942218394172146,OpenTargets,,Anxiety disorder,anxiety
ITIH3,ENSG00000162267,0.2942185395466448,OpenTargets,,Anxiety disorder,anxiety
GSDME,ENSG00000105928,0.29405956721956644,OpenTargets,,Anxiety disorder,anxiety
KCNQ5,ENSG00000185760,0.29386900078106215,OpenTargets,,Anxiety disorder,anxiety
CNNM4,ENSG00000158158,0.29275363571577956,OpenTargets,,Anxiety disorder,anxiety
ACVR2A,ENSG00000121989,0.29117883320762855,OpenTargets,,Anxiety disorder,anxiety
SNAP91,ENSG00000065609,0.2886242990802518,OpenTargets,,Anxiety disorder,anxiety
STAG1,ENSG00000118007,0.28775272322518697,OpenTargets,,Anxiety disorder,anxiety
NEGR1,ENSG00000172260,0.28715792731043316,OpenTargets,,Anxiety disorder,anxiety
NGEF,ENSG00000066248,0.28650623712902085,OpenTargets,,Anxiety disorder,anxiety
ZNF652,ENSG00000198740,0.28606136801811727,OpenTargets,,Anxiety disorder,anxiety
FBP1,ENSG00000165140,0.286013918250111,OpenTargets,,Anxiety disorder,anxiety
CNTN5,ENSG00000149972,0.2859915983256887,OpenTargets,,Anxiety disorder,anxiety
SRPK2,ENSG00000135250,0.28532627110151154,OpenTargets,,Anxiety disorder,anxiety
ANO10,ENSG00000160746,0.2836176388797672,OpenTargets,,Anxiety disorder,anxiety
INSIG1,ENSG00000186480,0.2832455745428937,OpenTargets,,Anxiety disorder,anxiety
ENOX1,ENSG00000120658,0.2829877288908448,OpenTargets,,Anxiety disorder,anxiety
OTX2,ENSG00000165588,0.28268699340671233,OpenTargets,,Anxiety disorder,anxiety
JPH1,ENSG00000104369,0.28251472916074716,OpenTargets,,Anxiety disorder,anxiety
STMND1,ENSG00000230873,0.281628383355037,OpenTargets,,Anxiety disorder,anxiety
ITIH4,ENSG00000055955,0.2812040470448725,OpenTargets,,Anxiety disorder,anxiety
GPRC5B,ENSG00000167191,0.279751628278407,OpenTargets,,Anxiety disorder,anxiety
KIZ,ENSG00000088970,0.27872696441637773,OpenTargets,,Anxiety disorder,anxiety
MYO18A,ENSG00000196535,0.2779471492875841,OpenTargets,,Anxiety disorder,anxiety
ALDH5A1,ENSG00000112294,0.27718489101352634,OpenTargets,,Anxiety disorder,anxiety
SUDS3,ENSG00000111707,0.27644809544124144,OpenTargets,,Anxiety disorder,anxiety
CMKLR1,ENSG00000174600,0.2763960009513864,OpenTargets,,Anxiety disorder,anxiety
NMUR2,ENSG00000132911,0.27615610778909355,OpenTargets,,Anxiety disorder,anxiety
CNTN4,ENSG00000144619,0.27573628210513834,OpenTargets,,Anxiety disorder,anxiety
ZNF608,ENSG00000168916,0.2744974806617662,OpenTargets,,Anxiety disorder,anxiety
ARHGAP27,ENSG00000159314,0.27328426992576793,OpenTargets,,Anxiety disorder,anxiety
XKR6,ENSG00000171044,0.27324040316596304,OpenTargets,,Anxiety disorder,anxiety
TMPRSS11E,ENSG00000087128,0.27201295441554824,OpenTargets,,Anxiety disorder,anxiety
PTPRF,ENSG00000142949,0.2710530997993245,OpenTargets,,Anxiety disorder,anxiety
FURIN,ENSG00000140564,0.2709544253994414,OpenTargets,,Anxiety disorder,anxiety
MOCS2,ENSG00000164172,0.2706313819457022,OpenTargets,,Anxiety disorder,anxiety
TRAF3,ENSG00000131323,0.26989350438359755,OpenTargets,,Anxiety disorder,anxiety
BBX,ENSG00000114439,0.26870228673500407,OpenTargets,,Anxiety disorder,anxiety
SIPA1L1,ENSG00000197555,0.266202912224209,OpenTargets,,Anxiety disorder,anxiety
FANCL,ENSG00000115392,0.2661868076359416,OpenTargets,,Anxiety disorder,anxiety
ANKK1,ENSG00000170209,0.26549855060158334,OpenTargets,,Anxiety disorder,anxiety
SNX19,ENSG00000120451,0.2654443336760192,OpenTargets,,Anxiety disorder,anxiety
CALCR,ENSG00000004948,0.26533315545758346,OpenTargets,,Anxiety disorder,anxiety
SDK1,ENSG00000146555,0.2644307504117292,OpenTargets,,Anxiety disorder,anxiety
ZCCHC14,ENSG00000140948,0.2638903868168283,OpenTargets,,Anxiety disorder,anxiety
MAP2K5,ENSG00000137764,0.26109007950080076,OpenTargets,,Anxiety disorder,anxiety
PALS2,ENSG00000105926,0.26015584335356523,OpenTargets,,Anxiety disorder,anxiety
ERBB4,ENSG00000178568,0.2600307594651672,OpenTargets,,Anxiety disorder,anxiety
TACR2,ENSG00000075073,0.25870589827929125,OpenTargets,,Anxiety disorder,anxiety
PCCB,ENSG00000114054,0.2574080474690378,OpenTargets,,Anxiety disorder,anxiety
ZSWIM6,ENSG00000130449,0.256358787266137,OpenTargets,,Anxiety disorder,anxiety
SLC30A9,ENSG00000014824,0.2562626995914582,OpenTargets,,Anxiety disorder,anxiety
PPP1R13B,ENSG00000088808,0.2553839475109231,OpenTargets,,Anxiety disorder,anxiety
PAFAH1B1,ENSG00000007168,0.25498682790732424,OpenTargets,,Anxiety disorder,anxiety
NRXN3,ENSG00000021645,0.25232375063417695,OpenTargets,,Anxiety disorder,anxiety
SNCA,ENSG00000145335,0.25222773135978527,OpenTargets,,Anxiety disorder,anxiety
AREL1,ENSG00000119682,0.25179422056338574,OpenTargets,,Anxiety disorder,anxiety
COMT,ENSG00000093010,0.2509936423945809,OpenTargets,,Anxiety disorder,anxiety
KIF2A,ENSG00000068796,0.25084105076916724,OpenTargets,,Anxiety disorder,anxiety
TCF12,ENSG00000140262,0.24923779271885182,OpenTargets,,Anxiety disorder,anxiety
ESR2,ENSG00000140009,0.24859052982765004,OpenTargets,,Anxiety disorder,anxiety
ASTN1,ENSG00000152092,0.2435202278461537,OpenTargets,,Anxiety disorder,anxiety
OPCML,ENSG00000183715,0.2432037412419107,OpenTargets,,Anxiety disorder,anxiety
CRHR1,ENSG00000120088,0.24150749272269365,OpenTargets,,Anxiety disorder,anxiety
AS3MT,ENSG00000214435,0.23780944291038827,OpenTargets,,Anxiety disorder,anxiety
DCLK3,ENSG00000163673,0.23578692898022788,OpenTargets,,Anxiety disorder,anxiety
TLR4,ENSG00000136869,0.23498082390273375,OpenTargets,,Anxiety disorder,anxiety
SFPQ,ENSG00000116560,0.23492084955639594,OpenTargets,,Anxiety disorder,anxiety
CCSER1,ENSG00000184305,0.23384525539555961,OpenTargets,,Anxiety disorder,anxiety
LINGO2,ENSG00000174482,0.23344448769391718,OpenTargets,,Anxiety disorder,anxiety
COA8,ENSG00000256053,0.23243627688474336,OpenTargets,,Anxiety disorder,anxiety
CCDC196,ENSG00000196553,0.23174072380955882,OpenTargets,,Anxiety disorder,anxiety
ANKS1B,ENSG00000185046,0.23163276602689922,OpenTargets,,Anxiety disorder,anxiety
NRGN,ENSG00000154146,0.23151096947754612,OpenTargets,,Anxiety disorder,anxiety
CYP7B1,ENSG00000172817,0.23035675021403373,OpenTargets,,Anxiety disorder,anxiety
PCDH9,ENSG00000184226,0.22852255222633713,OpenTargets,,Anxiety disorder,anxiety
CCDC178,ENSG00000166960,0.22451562443271778,OpenTargets,,Anxiety disorder,anxiety
TBX18,ENSG00000112837,0.22333383209029256,OpenTargets,,Anxiety disorder,anxiety
KLHL29,ENSG00000119771,0.21834623145270274,OpenTargets,,Anxiety disorder,anxiety
YLPM1,ENSG00000119596,0.21825413043968347,OpenTargets,,Anxiety disorder,anxiety
EYS,ENSG00000188107,0.21662984001535526,OpenTargets,,Anxiety disorder,anxiety
ALPG,ENSG00000163286,0.21645011316990864,OpenTargets,,Anxiety disorder,anxiety
RHOT1,ENSG00000126858,0.21633030008253848,OpenTargets,,Anxiety disorder,anxiety
KIF18A,ENSG00000121621,0.21593850933252742,OpenTargets,,Anxiety disorder,anxiety
LPAR2,ENSG00000064547,0.2144849422718511,OpenTargets,,Anxiety disorder,anxiety
NBEAL1,ENSG00000144426,0.21393384360164003,OpenTargets,,Anxiety disorder,anxiety
SPAG16,ENSG00000144451,0.21306705444140467,OpenTargets,,Anxiety disorder,anxiety
SETBP1,ENSG00000152217,0.21228216514478412,OpenTargets,,Anxiety disorder,anxiety
NMB,ENSG00000197696,0.21172047978265895,OpenTargets,,Anxiety disorder,anxiety
PTBP2,ENSG00000117569,0.21158629166250784,OpenTargets,,Anxiety disorder,anxiety
TENM2,ENSG00000145934,0.2101960839516876,OpenTargets,,Anxiety disorder,anxiety
DGKI,ENSG00000157680,0.20937818124216842,OpenTargets,,Anxiety disorder,anxiety
MARCHF1,ENSG00000145416,0.20732400720939992,OpenTargets,,Anxiety disorder,anxiety
SEMA6D,ENSG00000137872,0.20713024297570307,OpenTargets,,Anxiety disorder,anxiety
ATF4,ENSG00000128272,0.2069604933471555,OpenTargets,,Anxiety disorder,anxiety
ADGRL2,ENSG00000117114,0.20686488554515367,OpenTargets,,Anxiety disorder,anxiety
SERPING1,ENSG00000149131,0.20623662265383028,OpenTargets,,Anxiety disorder,anxiety
ZNF423,ENSG00000102935,0.2051717010645946,OpenTargets,,Anxiety disorder,anxiety
BIN3,ENSG00000147439,0.20468688920599126,OpenTargets,,Anxiety disorder,anxiety
MDH1,ENSG00000014641,0.2045465441394445,OpenTargets,,Anxiety disorder,anxiety
SLC14A2,ENSG00000132874,0.20440157291387998,OpenTargets,,Anxiety disorder,anxiety
HNMT,ENSG00000150540,0.20372471430932926,OpenTargets,,Anxiety disorder,anxiety
RBKS,ENSG00000171174,0.20196497368693278,OpenTargets,,Anxiety disorder,anxiety
ADAMTS9,ENSG00000163638,0.201605847562451,OpenTargets,,Anxiety disorder,anxiety
RORA,ENSG00000069667,0.20104678169665255,OpenTargets,,Anxiety disorder,anxiety
RPL10L,ENSG00000165496,0.20035686569317587,OpenTargets,,Anxiety disorder,anxiety
FARP1,ENSG00000152767,0.20030360173150982,OpenTargets,,Anxiety disorder,anxiety
C15orf61,ENSG00000189227,0.19991243715579135,OpenTargets,,Anxiety disorder,anxiety
CREB1,ENSG00000118260,0.19959391692101866,OpenTargets,,Anxiety disorder,anxiety
ERCC4,ENSG00000175595,0.19889083527971982,OpenTargets,,Anxiety disorder,anxiety
CCDC61,ENSG00000104983,0.19886528201561243,OpenTargets,,Anxiety disorder,anxiety
PRAG1,ENSG00000275342,0.1979541243233318,OpenTargets,,Anxiety disorder,anxiety
MEIS2,ENSG00000134138,0.19655643534127956,OpenTargets,,Anxiety disorder,anxiety
DPYD,ENSG00000188641,0.1965283919556423,OpenTargets,,Anxiety disorder,anxiety
ZC3H12A,ENSG00000163874,0.1960942948672805,OpenTargets,,Anxiety disorder,anxiety
PLCL1,ENSG00000115896,0.19560268090600122,OpenTargets,,Anxiety disorder,anxiety
NFIB,ENSG00000147862,0.19528068387252553,OpenTargets,,Anxiety disorder,anxiety
RGS17,ENSG00000091844,0.19481490954814099,OpenTargets,,Anxiety disorder,anxiety
TAAR1,ENSG00000146399,0.19445433316725633,OpenTargets,,Anxiety disorder,anxiety
RCOR2,ENSG00000167771,0.19416658746316748,OpenTargets,,Anxiety disorder,anxiety
TLE3,ENSG00000140332,0.19407427374125324,OpenTargets,,Anxiety disorder,anxiety
LRRC37B,ENSG00000185158,0.19395718286954286,OpenTargets,,Anxiety disorder,anxiety
PRKN,ENSG00000185345,0.19119739350299325,OpenTargets,,Anxiety disorder,anxiety
C1QL1,ENSG00000131094,0.19054395453265885,OpenTargets,,Anxiety disorder,anxiety
TAF5L,ENSG00000135801,0.1892937782559772,OpenTargets,,Anxiety disorder,anxiety
STH,ENSG00000256762,0.1878988244016411,OpenTargets,,Anxiety disorder,anxiety
HS3ST1,ENSG00000002587,0.1870281509627203,OpenTargets,,Anxiety disorder,anxiety
RABEPK,ENSG00000136933,0.18577978201932485,OpenTargets,,Anxiety disorder,anxiety
MEN1,ENSG00000133895,0.18445951923170753,OpenTargets,,Anxiety disorder,anxiety
RIMBP2,ENSG00000060709,0.18430115596141677,OpenTargets,,Anxiety disorder,anxiety
LATS2,ENSG00000150457,0.1835740215300216,OpenTargets,,Anxiety disorder,anxiety
NR4A2,ENSG00000153234,0.18140357086082035,OpenTargets,,Anxiety disorder,anxiety
NR2F2,ENSG00000185551,0.18099937597047322,OpenTargets,,Anxiety disorder,anxiety
ELP4,ENSG00000109911,0.1799033310722172,OpenTargets,,Anxiety disorder,anxiety
SYCE1L,ENSG00000205078,0.1787981495113696,OpenTargets,,Anxiety disorder,anxiety
PHF2,ENSG00000197724,0.17815209742450094,OpenTargets,,Anxiety disorder,anxiety
C1QTNF4,ENSG00000172247,0.17806180885571948,OpenTargets,,Anxiety disorder,anxiety
RAD17,ENSG00000152942,0.17765575242763507,OpenTargets,,Anxiety disorder,anxiety
AATK,ENSG00000181409,0.17694266950968981,OpenTargets,,Anxiety disorder,anxiety
MDGA2,ENSG00000139915,0.17453364545132014,OpenTargets,,Anxiety disorder,anxiety
NUDT1,ENSG00000106268,0.17425547290232882,OpenTargets,,Anxiety disorder,anxiety
ASXL3,ENSG00000141431,0.17310701420350835,OpenTargets,,Anxiety disorder,anxiety
GMIP,ENSG00000089639,0.17116338491298883,OpenTargets,,Anxiety disorder,anxiety
PMFBP1,ENSG00000118557,0.1706576946277745,OpenTargets,,Anxiety disorder,anxiety
RASSF10,ENSG00000189431,0.1698755444593297,OpenTargets,,Anxiety disorder,anxiety
STK17B,ENSG00000081320,0.16965016132154404,OpenTargets,,Anxiety disorder,anxiety
GALNT10,ENSG00000164574,0.1695463066220964,OpenTargets,,Anxiety disorder,anxiety
TMPRSS5,ENSG00000166682,0.16763913545114206,OpenTargets,,Anxiety disorder,anxiety
TOX3,ENSG00000103460,0.1657352327849825,OpenTargets,,Anxiety disorder,anxiety
TMEM94,ENSG00000177728,0.1654843151515214,OpenTargets,,Anxiety disorder,anxiety
MCHR2,ENSG00000152034,0.1651735851882687,OpenTargets,,Anxiety disorder,anxiety
MLANA,ENSG00000120215,0.1645447590790428,OpenTargets,,Anxiety disorder,anxiety
MPHOSPH9,ENSG00000051825,0.16318672248716026,OpenTargets,,Anxiety disorder,anxiety
PRSS53,ENSG00000151006,0.16163585039055903,OpenTargets,,Anxiety disorder,anxiety
TYW5,ENSG00000162971,0.1614980500081249,OpenTargets,,Anxiety disorder,anxiety
MON1B,ENSG00000103111,0.1612283749570884,OpenTargets,,Anxiety disorder,anxiety
SLC16A7,ENSG00000118596,0.16005809053266112,OpenTargets,,Anxiety disorder,anxiety
MAIP1,ENSG00000162972,0.15850908911122197,OpenTargets,,Anxiety disorder,anxiety
KLHL14,ENSG00000197705,0.1580529523325676,OpenTargets,,Anxiety disorder,anxiety
ARFGEF2,ENSG00000124198,0.15683163552783694,OpenTargets,,Anxiety disorder,anxiety
MRPL33,ENSG00000243147,0.15658249209005629,OpenTargets,,Anxiety disorder,anxiety
FADS1,ENSG00000149485,0.15642534422442547,OpenTargets,,Anxiety disorder,anxiety
DDHD2,ENSG00000085788,0.15639299247034502,OpenTargets,,Anxiety disorder,anxiety
ZBTB20,ENSG00000181722,0.15593810031188204,OpenTargets,,Anxiety disorder,anxiety
NTRK3,ENSG00000140538,0.15527770878920538,OpenTargets,,Anxiety disorder,anxiety
NCKIPSD,ENSG00000213672,0.15526081765531924,OpenTargets,,Anxiety disorder,anxiety
MMRN1,ENSG00000138722,0.15509649894349847,OpenTargets,,Anxiety disorder,anxiety
CGREF1,ENSG00000138028,0.1549320357896495,OpenTargets,,Anxiety disorder,anxiety
PCDH15,ENSG00000150275,0.15416245298083683,OpenTargets,,Anxiety disorder,anxiety
SHOX2,ENSG00000168779,0.15300315510521215,OpenTargets,,Anxiety disorder,anxiety
LINC03051,ENSG00000239268,0.15101259851180832,OpenTargets,,Anxiety disorder,anxiety
PPP6C,ENSG00000119414,0.14979416574600293,OpenTargets,,Anxiety disorder,anxiety
PCDH17,ENSG00000118946,0.14932433655917807,OpenTargets,,Anxiety disorder,anxiety
FTCDNL1,ENSG00000226124,0.1493235277543117,OpenTargets,,Anxiety disorder,anxiety
FBXO33,ENSG00000165355,0.14903760655475873,OpenTargets,,Anxiety disorder,anxiety
IKBIP,ENSG00000166130,0.14876070609800912,OpenTargets,,Anxiety disorder,anxiety
NOX4,ENSG00000086991,0.14753810052272517,OpenTargets,,Anxiety disorder,anxiety
ZC3H7B,ENSG00000100403,0.14735872405989112,OpenTargets,,Anxiety disorder,anxiety
NUF2,ENSG00000143228,0.1469533854079881,OpenTargets,,Anxiety disorder,anxiety
DOC2A,ENSG00000149927,0.14676714396712973,OpenTargets,,Anxiety disorder,anxiety
BARD1,ENSG00000138376,0.14526860680032203,OpenTargets,,Anxiety disorder,anxiety
ELFN1,ENSG00000225968,0.1441410030564955,OpenTargets,,Anxiety disorder,anxiety
ATXN7,ENSG00000163635,0.14355229001265016,OpenTargets,,Anxiety disorder,anxiety
ATAD2B,ENSG00000119778,0.14355161813803355,OpenTargets,,Anxiety disorder,anxiety
MDFIC,ENSG00000135272,0.14352399368121146,OpenTargets,,Anxiety disorder,anxiety
UBXN2A,ENSG00000173960,0.14142795464696617,OpenTargets,,Anxiety disorder,anxiety
MFAP3,ENSG00000037749,0.14075056504118158,OpenTargets,,Anxiety disorder,anxiety
ENTPD2,ENSG00000054179,0.1406185550063655,OpenTargets,,Anxiety disorder,anxiety
OXTR,ENSG00000180914,0.1404302795852493,OpenTargets,,Anxiety disorder,anxiety
UBE3B,ENSG00000151148,0.14022235274781464,OpenTargets,,Anxiety disorder,anxiety
RFX3,ENSG00000080298,0.13908506177279842,OpenTargets,,Anxiety disorder,anxiety
MEF2C,ENSG00000081189,0.13806327402977348,OpenTargets,,Anxiety disorder,anxiety
PPP2R3A,ENSG00000073711,0.135900306026611,OpenTargets,,Anxiety disorder,anxiety
THRA,ENSG00000126351,0.1357943520726691,OpenTargets,,Anxiety disorder,anxiety
NR3C1,ENSG00000113580,0.13540342712032918,OpenTargets,,Anxiety disorder,anxiety
SPPL2C,ENSG00000185294,0.1347410518161054,OpenTargets,,Anxiety disorder,anxiety
C2orf69,ENSG00000178074,0.13458356792749923,OpenTargets,,Anxiety disorder,anxiety
OXT,ENSG00000101405,0.1317374137229024,OpenTargets,,Anxiety disorder,anxiety
FKBP5,ENSG00000096060,0.13140900389696444,OpenTargets,,Anxiety disorder,anxiety
LINS1,ENSG00000140471,0.13061405206757806,OpenTargets,,Anxiety disorder,anxiety
NSD3,ENSG00000147548,0.13055963187578287,OpenTargets,,Anxiety disorder,anxiety
CNR1,ENSG00000118432,0.12873459028640805,OpenTargets,,Anxiety disorder,anxiety
MRPS15,ENSG00000116898,0.12826589583750114,OpenTargets,,Anxiety disorder,anxiety
DCAF5,ENSG00000139990,0.1268037272274753,OpenTargets,,Anxiety disorder,anxiety
ITIH1,ENSG00000055957,0.12674490377871522,OpenTargets,,Anxiety disorder,anxiety
EXD3,ENSG00000187609,0.12547681220071213,OpenTargets,,Anxiety disorder,anxiety
MARK2,ENSG00000072518,0.12506329767609792,OpenTargets,,Anxiety disorder,anxiety
CHRM4,ENSG00000180720,0.12497083750081493,OpenTargets,,Anxiety disorder,anxiety
FAAH,ENSG00000117480,0.12476524572032635,OpenTargets,,Anxiety disorder,anxiety
TAOK2,ENSG00000149930,0.12443033289786386,OpenTargets,,Anxiety disorder,anxiety
ACTR3B,ENSG00000133627,0.12049478677624335,OpenTargets,,Anxiety disorder,anxiety
WDPCP,ENSG00000143951,0.11943149563092768,OpenTargets,,Anxiety disorder,anxiety
PBX4,ENSG00000105717,0.11933852360406119,OpenTargets,,Anxiety disorder,anxiety
CD8A,ENSG00000153563,0.11890098606789244,OpenTargets,,Anxiety disorder,anxiety
BDNF,ENSG00000176697,0.11828950655989205,OpenTargets,,Anxiety disorder,anxiety
ACTR5,ENSG00000101442,0.11749948162066551,OpenTargets,,Anxiety disorder,anxiety
TNF,ENSG00000232810,0.11659332658738336,OpenTargets,,Anxiety disorder,anxiety
KLHDC8B,ENSG00000185909,0.11550693280888005,OpenTargets,,Anxiety disorder,anxiety
ENSG00000256029,ENSG00000256029,0.1154937045889693,OpenTargets,,Anxiety disorder,anxiety
IL6,ENSG00000136244,0.11472409649922015,OpenTargets,,Anxiety disorder,anxiety
NUP160,ENSG00000030066,0.1144137576388647,OpenTargets,,Anxiety disorder,anxiety
FADS2,ENSG00000134824,0.11440547698247298,OpenTargets,,Anxiety disorder,anxiety
CTNND1,ENSG00000198561,0.11418580655618758,OpenTargets,,Anxiety disorder,anxiety
PLK2,ENSG00000145632,0.11411339876799066,OpenTargets,,Anxiety disorder,anxiety
C17orf58,ENSG00000186665,0.11410011547639003,OpenTargets,,Anxiety disorder,anxiety
RNF123,ENSG00000164068,0.11397754379055412,OpenTargets,,Anxiety disorder,anxiety
CHRNA7,ENSG00000175344,0.11385525071905617,OpenTargets,,Anxiety disorder,anxiety
CRP,ENSG00000132693,0.11329675289237849,OpenTargets,,Anxiety disorder,anxiety
TRIM77,ENSG00000214414,0.113232626217297,OpenTargets,,Anxiety disorder,anxiety
SERPINB8,ENSG00000166401,0.11304325119728412,OpenTargets,,Anxiety disorder,anxiety
PLEKHO1,ENSG00000023902,0.11303165447618625,OpenTargets,,Anxiety disorder,anxiety
AVPR1A,ENSG00000166148,0.1121173255463261,OpenTargets,,Anxiety disorder,anxiety
HSPA5,ENSG00000044574,0.11199598603868623,OpenTargets,,Anxiety disorder,anxiety
PTGS2,ENSG00000073756,0.11120968706393049,OpenTargets,,Anxiety disorder,anxiety
ADAD1,ENSG00000164113,0.111149199479653,OpenTargets,,Anxiety disorder,anxiety
ORC4,ENSG00000115947,0.10961914745570017,OpenTargets,,Anxiety disorder,anxiety
TACR1,ENSG00000115353,0.10931622426840248,OpenTargets,,Anxiety disorder,anxiety
IGFBP7,ENSG00000163453,0.10815610682921636,OpenTargets,,Anxiety disorder,anxiety
CTNNA3,ENSG00000183230,0.10788704232496263,OpenTargets,,Anxiety disorder,anxiety
SYNE2,ENSG00000054654,0.10767312810891126,OpenTargets,,Anxiety disorder,anxiety
SLC12A5,ENSG00000124140,0.10695673635296626,OpenTargets,,Anxiety disorder,anxiety
IL10,ENSG00000136634,0.1066727393523571,OpenTargets,,Anxiety disorder,anxiety
BRINP2,ENSG00000198797,0.10657442586699853,OpenTargets,,Anxiety disorder,anxiety
HSH2D,ENSG00000196684,0.10647270985585634,OpenTargets,,Anxiety disorder,anxiety
MED19,ENSG00000156603,0.10646156228919813,OpenTargets,,Anxiety disorder,anxiety
HCRTR1,ENSG00000121764,0.10599608842513437,OpenTargets,,Anxiety disorder,anxiety
METTL15,ENSG00000169519,0.10577757645261533,OpenTargets,,Anxiety disorder,anxiety
ATXN1,ENSG00000124788,0.10558898494365353,OpenTargets,,Anxiety disorder,anxiety
KCNH8,ENSG00000183960,0.1052193886696005,OpenTargets,,Anxiety disorder,anxiety
BORCS7,ENSG00000166275,0.1042085020121202,OpenTargets,,Anxiety disorder,anxiety
PAX3,ENSG00000135903,0.10411789806791884,OpenTargets,,Anxiety disorder,anxiety
ARL5B,ENSG00000165997,0.10374851021517376,OpenTargets,,Anxiety disorder,anxiety
NCOA5,ENSG00000124160,0.10335779692135853,OpenTargets,,Anxiety disorder,anxiety
ADCYAP1,ENSG00000141433,0.10318577337994148,OpenTargets,,Anxiety disorder,anxiety
HCRTR2,ENSG00000137252,0.10317990937987793,OpenTargets,,Anxiety disorder,anxiety
CYP2D6,ENSG00000100197,0.10236462373857383,OpenTargets,,Anxiety disorder,anxiety
DNAH11,ENSG00000105877,0.10174815086097014,OpenTargets,,Anxiety disorder,anxiety
CRH,ENSG00000147571,0.10156823322065274,OpenTargets,,Anxiety disorder,anxiety
MRM2,ENSG00000122687,0.101169571515314,OpenTargets,,Anxiety disorder,anxiety
MAOB,ENSG00000069535,0.10113282729551976,OpenTargets,,Anxiety disorder,anxiety
ADCYAP1R1,ENSG00000078549,0.10063232404075333,OpenTargets,,Anxiety disorder,anxiety
SEC23A,ENSG00000100934,0.10021390624303417,OpenTargets,,Anxiety disorder,anxiety
HMBOX1,ENSG00000147421,0.10001661463320562,OpenTargets,,Anxiety disorder,anxiety
GRM2,ENSG00000164082,0.0998074562731514,OpenTargets,,Anxiety disorder,anxiety
