molecule_ID,MOL_ID,molecule_name,target_name,target_ID,drugbank_ID,validated,SVM_score,RF_score,herb_cn,herb_pinyin
358,MOL000358,beta-sitosterol,Sodium-dependent serotonin transporter,290,824,,0.869181,0.704,当归,Danggui
358,MOL000358,beta-sitosterol,Mu-type opioid receptor,299,847,,0.818472,0.704,当归,Danggui
358,MOL000358,beta-sitosterol,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.894638,0.76,当归,Danggui
358,MOL000358,beta-sitosterol,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,,0.845721,0.734,当归,Danggui
358,MOL000358,beta-sitosterol,Cytochrome P450-cam,1143,2298,,0.92549,0.794,当归,Danggui
358,MOL000358,beta-sitosterol,Apoptosis regulator Bcl-2,86,273,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Apoptosis regulator BAX,4033,h001,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Caspase-9,4090,h001,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Transcription factor AP-1,414,1629,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Caspase-3,4087,h001,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Caspase-8,4089,h001,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Protein kinase C alpha type,4469,h001,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Transforming growth factor beta-1,4568,h001,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Serum paraoxonase/arylesterase 1,357,1198,validated,,,当归,Danggui
358,MOL000358,beta-sitosterol,Microtubule-associated protein 2,3987,1852,validated,,,当归,Danggui
3587,MOL003587,Acoradiene,Prostaglandin G/H synthase 1,6,20,,0.94824,0.708,当归,Danggui
3587,MOL003587,Acoradiene,Muscarinic acetylcholine receptor M3,16,51,,0.9717,0.714,当归,Danggui
3587,MOL003587,Acoradiene,Muscarinic acetylcholine receptor M1,38,103,,0.96084,0.73,当归,Danggui
3587,MOL003587,Acoradiene,Prostaglandin G/H synthase 2,94,290,,0.97029,0.742,当归,Danggui
3587,MOL003587,Acoradiene,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.97955,0.73,当归,Danggui
3587,MOL003587,Acoradiene,Retinoic acid receptor RXR-alpha,158,459,,0.94047,0.73,当归,Danggui
3587,MOL003587,Acoradiene,Sodium-dependent noradrenaline transporter,186,540,,0.95974,0.71,当归,Danggui
3587,MOL003587,Acoradiene,Alpha-1A adrenergic receptor,191,556,,0.87125,0.704,当归,Danggui
3587,MOL003587,Acoradiene,Muscarinic acetylcholine receptor M2,210,617,,0.95874,0.722,当归,Danggui
3587,MOL003587,Acoradiene,Alpha-1B adrenergic receptor,216,632,,0.93279,0.718,当归,Danggui
3587,MOL003587,Acoradiene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.98481,0.73,当归,Danggui
3587,MOL003587,Acoradiene,Nuclear receptor coactivator 2,3276,6241,,0.90814,0.748,当归,Danggui
3587,MOL003587,Acoradiene,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.97177,0.73,当归,Danggui
3587,MOL003587,Acoradiene,Neuronal acetylcholine receptor subunit alpha-2,284,813,,0.92905,0.708,当归,Danggui
3587,MOL003587,Acoradiene,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.980752,0.708,当归,Danggui
3587,MOL003587,Acoradiene,Sodium-dependent dopamine transporter,239,713,,0.939954,0.7,当归,Danggui
360,MOL000360,FER,Prostaglandin G/H synthase 1,6,20,,0.924937,0.788,当归,Danggui
360,MOL000360,FER,Prostaglandin G/H synthase 2,94,290,,0.950834,0.82,当归,Danggui
360,MOL000360,FER,"Nitric-oxide synthase, endothelial",95,291,,0.882966,0.8,当归,Danggui
360,MOL000360,FER,Alpha-2A adrenergic receptor,105,318,,0.831789,0.72,当归,Danggui
360,MOL000360,FER,Sodium-dependent noradrenaline transporter,186,540,,0.83997,0.7,当归,Danggui
360,MOL000360,FER,Alpha-1A adrenergic receptor,191,556,,0.809894,0.732,当归,Danggui
360,MOL000360,FER,Sodium-dependent dopamine transporter,239,713,,0.85173,0.72,当归,Danggui
360,MOL000360,FER,Beta-2 adrenergic receptor,261,766,,0.870841,0.73,当归,Danggui
360,MOL000360,FER,Leukotriene A-4 hydrolase,521,3060,,0.919633,0.706,当归,Danggui
360,MOL000360,FER,Amine oxidase [flavin-containing] B,565,3939,,0.958582,0.756,当归,Danggui
360,MOL000360,FER,Amine oxidase [flavin-containing] A,566,3941,,0.962173,0.706,当归,Danggui
360,MOL000360,FER,Chymotrypsinogen B,1696,6011,,0.834854,0.71,当归,Danggui
360,MOL000360,FER,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.8169,0.708,当归,Danggui
360,MOL000360,FER,Alpha-2B adrenergic receptor,214,629,,0.844928,0.702,当归,Danggui
360,MOL000360,FER,Urokinase-type plasminogen activator,346,1074,,0.894296,0.702,当归,Danggui
360,MOL000360,FER,Heat shock protein HSP 90,444,1939,,0.837052,0.704,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Prostaglandin G/H synthase 1,6,20,,0.92193,0.782,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Prostaglandin G/H synthase 2,94,290,,0.9508,0.844,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),"Nitric-oxide synthase, endothelial",95,291,,0.89137,0.814,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Alpha-2A adrenergic receptor,105,318,,0.83822,0.726,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Sodium-dependent noradrenaline transporter,186,540,,0.83259,0.708,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Alpha-2B adrenergic receptor,214,629,,0.84852,0.7,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Sodium-dependent dopamine transporter,239,713,,0.82532,0.738,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Beta-2 adrenergic receptor,261,766,,0.85885,0.74,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Leukotriene A-4 hydrolase,521,3060,,0.91899,0.718,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Amine oxidase [flavin-containing] B,565,3939,,0.9567,0.764,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Amine oxidase [flavin-containing] A,566,3941,,0.95886,0.71,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.84061,0.704,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Chymotrypsinogen B,1696,6011,,0.84289,0.724,当归,Danggui
389,MOL000389,FERULIC ACID (CIS),Muscarinic acetylcholine receptor M2,210,617,,0.81254,0.704,当归,Danggui
40,MOL000040,Scopoletol,Prostaglandin G/H synthase 1,6,20,,0.93289,0.786,当归,Danggui
40,MOL000040,Scopoletol,Thrombin,17,54,,0.89645,0.782,当归,Danggui
40,MOL000040,Scopoletol,NRH dehydrogenase [quinone] 2,80,243,,0.80687,0.708,当归,Danggui
40,MOL000040,Scopoletol,Prostaglandin G/H synthase 2,94,290,,0.95256,0.828,当归,Danggui
40,MOL000040,Scopoletol,Carbonic anhydrase I,97,295,,0.80448,0.706,当归,Danggui
40,MOL000040,Scopoletol,Beta-2 adrenergic receptor,261,766,,0.85755,0.732,当归,Danggui
40,MOL000040,Scopoletol,Leukotriene A-4 hydrolase,521,3060,,0.87199,0.716,当归,Danggui
40,MOL000040,Scopoletol,Amine oxidase [flavin-containing] B,565,3939,,0.93876,0.744,当归,Danggui
40,MOL000040,Scopoletol,Glutamate receptor 2,3216,921,,0.87694,0.704,当归,Danggui
40,MOL000040,Scopoletol,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.8262,0.7,当归,Danggui
40,MOL000040,Scopoletol,Sodium-dependent noradrenaline transporter,186,540,,0.80058,0.714,当归,Danggui
40,MOL000040,Scopoletol,Queuine tRNA-ribosyltransferase,1825,2561,,0.894998,0.7,当归,Danggui
421,MOL000421,nicotinic acid,Prostaglandin G/H synthase 1,6,20,,0.851121,0.732,当归,Danggui
421,MOL000421,nicotinic acid,Prostaglandin G/H synthase 2,94,290,,0.817011,0.756,当归,Danggui
421,MOL000421,nicotinic acid,Alcohol dehydrogenase 1B,726,444,,0.976597,0.716,当归,Danggui
421,MOL000421,nicotinic acid,Alcohol dehydrogenase 1C,727,517,,0.981286,0.75,当归,Danggui
421,MOL000421,nicotinic acid,Alcohol dehydrogenase 1A,729,251,,0.981183,0.71,当归,Danggui
421,MOL000421,nicotinic acid,Lysozyme,1172,2300,,0.905822,0.704,当归,Danggui
421,MOL000421,nicotinic acid,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.965283,0.754,当归,Danggui
421,MOL000421,nicotinic acid,Trypsin-3,3952,2886,,0.874059,0.718,当归,Danggui
421,MOL000421,nicotinic acid,Apolipoprotein B-100,4031,h001,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,Lipoprotein lipase,83,266,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,"Nitric oxide synthase, endothelial",4395,h001,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,Peroxisome proliferator-activated receptor alpha,4420,h001,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,"ATP synthase subunit beta, mitochondrial",2916,6343,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,Haptoglobin,4245,h001,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,"Pyruvate dehydrogenase protein X component, mitochondrial",4489,h001,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,2-acylglycerol O-acyltransferase 2,3994,h001,validated,,,当归,Danggui
421,MOL000421,nicotinic acid,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,4423,h001,validated,,,当归,Danggui
4474,MOL004474,Maruzen M,Alcohol dehydrogenase 1B,726,444,,0.89727,0.736,当归,Danggui
4474,MOL004474,Maruzen M,Alcohol dehydrogenase 1C,727,517,,0.9096,0.768,当归,Danggui
4474,MOL004474,Maruzen M,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.86697,0.742,当归,Danggui
4479,MOL004479,o-cresol,Alcohol dehydrogenase 1B,726,444,,0.88128,0.704,当归,Danggui
4479,MOL004479,o-cresol,Alcohol dehydrogenase 1C,727,517,,0.90044,0.746,当归,Danggui
4479,MOL004479,o-cresol,Alcohol dehydrogenase 1A,729,251,,0.89385,0.7,当归,Danggui
4479,MOL004479,o-cresol,Lysozyme,1172,2300,,0.89101,0.81,当归,Danggui
4479,MOL004479,o-cresol,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.88204,0.808,当归,Danggui
4479,MOL004479,o-cresol,Prostaglandin G/H synthase 2,94,290,validated,,,当归,Danggui
4479,MOL004479,o-cresol,Prostaglandin G/H synthase 1,6,20,validated,,,当归,Danggui
4613,MOL004613,"6,7,3',8'-diligustilide",Androgen receptor,48,146,,0.88637,0.824,当归,Danggui
4613,MOL004613,"6,7,3',8'-diligustilide",Prostaglandin G/H synthase 2,94,290,,0.82638,0.734,当归,Danggui
4613,MOL004613,"6,7,3',8'-diligustilide",Mineralocorticoid receptor,252,737,,0.85636,0.712,当归,Danggui
4613,MOL004613,"6,7,3',8'-diligustilide",Glucocorticoid receptor,308,871,,0.83796,0.712,当归,Danggui
4613,MOL004613,"6,7,3',8'-diligustilide",Nuclear receptor coactivator 2,3276,6241,,0.80059,0.72,当归,Danggui
4723,MOL004723,beta-Terpinene,Prostaglandin G/H synthase 1,6,20,,0.939973,0.7,当归,Danggui
4723,MOL004723,beta-Terpinene,Muscarinic acetylcholine receptor M3,16,51,,0.971915,0.714,当归,Danggui
4723,MOL004723,beta-Terpinene,Muscarinic acetylcholine receptor M1,38,103,,0.964935,0.71,当归,Danggui
4723,MOL004723,beta-Terpinene,Prostaglandin G/H synthase 2,94,290,,0.957297,0.734,当归,Danggui
4723,MOL004723,beta-Terpinene,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.979141,0.722,当归,Danggui
4723,MOL004723,beta-Terpinene,Muscarinic acetylcholine receptor M2,210,617,,0.959185,0.72,当归,Danggui
4723,MOL004723,beta-Terpinene,Alpha-1B adrenergic receptor,216,632,,0.930492,0.718,当归,Danggui
4723,MOL004723,beta-Terpinene,Neuronal acetylcholine receptor subunit alpha-2,284,813,,0.929196,0.7,当归,Danggui
4723,MOL004723,beta-Terpinene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.98398,0.728,当归,Danggui
4723,MOL004723,beta-Terpinene,Nuclear receptor coactivator 2,3276,6241,,0.875597,0.734,当归,Danggui
4723,MOL004723,beta-Terpinene,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.96751,0.728,当归,Danggui
4723,MOL004723,beta-Terpinene,Cytochrome P450-cam,1143,2298,,0.85411,0.71,当归,Danggui
4723,MOL004723,beta-Terpinene,Alcohol dehydrogenase 1C,727,517,,0.80371,0.726,当归,Danggui
4734,MOL004734,Butal,Haloalkane dehalogenase,2020,2281,,0.90286,0.77,当归,Danggui
4734,MOL004734,Butal,Group IIE secretory phospholipase A2,3485,6270,,0.82181,0.704,当归,Danggui
4734,MOL004734,Butal,Trypsin-3,3952,2886,,0.8248,0.748,当归,Danggui
478,MOL000478,Eucarvone,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.91061,0.736,当归,Danggui
478,MOL000478,Eucarvone,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.86255,0.702,当归,Danggui
478,MOL000478,Eucarvone,Muscarinic acetylcholine receptor M2,210,617,,0.80146,0.7,当归,Danggui
478,MOL000478,Eucarvone,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.83947,0.766,当归,Danggui
478,MOL000478,Eucarvone,Cytochrome P450-cam,1143,2298,,0.86599,0.746,当归,Danggui
478,MOL000478,Eucarvone,Glucocorticoid receptor,308,871,,0.918211,0.72,当归,Danggui
479,MOL000479,Farnesene,Muscarinic acetylcholine receptor M3,16,51,,0.8013,0.73,当归,Danggui
479,MOL000479,Farnesene,Muscarinic acetylcholine receptor M1,38,103,,0.802718,0.708,当归,Danggui
479,MOL000479,Farnesene,Muscarinic acetylcholine receptor M2,210,617,,0.852951,0.716,当归,Danggui
479,MOL000479,Farnesene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.874598,0.706,当归,Danggui
479,MOL000479,Farnesene,Prostaglandin G/H synthase 2,94,290,,0.9519,0.714,当归,Danggui
479,MOL000479,Farnesene,Amine oxidase [flavin-containing] B,565,3939,,0.90276,0.71,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Prostaglandin G/H synthase 1,6,20,,0.894773,0.706,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Muscarinic acetylcholine receptor M1,38,103,,0.940324,0.716,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Prostaglandin G/H synthase 2,94,290,,0.92289,0.73,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Retinoic acid receptor RXR-alpha,158,459,,0.883674,0.71,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Sodium-dependent noradrenaline transporter,186,540,,0.918135,0.724,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.961713,0.71,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Nuclear receptor coactivator 2,3276,6241,,0.81355,0.738,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Muscarinic acetylcholine receptor M3,16,51,,0.95408,0.7,当归,Danggui
489,MOL000489,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",Alpha-1B adrenergic receptor,216,632,,0.89748,0.7,当归,Danggui
5125,MOL005125,ANN,Prostaglandin G/H synthase 1,6,20,,0.85265,0.772,当归,Danggui
5125,MOL005125,ANN,Prostaglandin G/H synthase 2,94,290,,0.856467,0.816,当归,Danggui
5125,MOL005125,ANN,Amine oxidase [flavin-containing] B,565,3939,,0.89658,0.73,当归,Danggui
5125,MOL005125,ANN,Amine oxidase [flavin-containing] A,566,3941,,0.904727,0.708,当归,Danggui
5125,MOL005125,ANN,Lysozyme,1172,2300,,0.841151,0.736,当归,Danggui
5125,MOL005125,ANN,Group IIE secretory phospholipase A2,3485,6270,,0.83517,0.704,当归,Danggui
5449,MOL005449,h-Met-h,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.85657,0.704,当归,Danggui
5449,MOL005449,h-Met-h,Bacillolysin,1961,2457,,0.96047,0.704,当归,Danggui
5449,MOL005449,h-Met-h,Cathepsin D,363,1243,,0.89648,0.7,当归,Danggui
5449,MOL005449,h-Met-h,Alcohol dehydrogenase 1C,727,517,,0.83626,0.7,当归,Danggui
5449,MOL005449,h-Met-h,S-adenosylmethionine synthetase isoform type-2,3184,334,,0.92152,0.7,当归,Danggui
449,MOL000449,Stigmasterol,Progesterone receptor,209,614,,0.91372,0.722,当归,Danggui
449,MOL000449,Stigmasterol,Mineralocorticoid receptor,252,737,,0.93992,0.704,当归,Danggui
449,MOL000449,Stigmasterol,Nuclear receptor coactivator 2,3276,6241,,0.80043,0.724,当归,Danggui
449,MOL000449,Stigmasterol,Alcohol dehydrogenase 1C,727,517,,0.916712,0.718,当归,Danggui
449,MOL000449,Stigmasterol,Ig gamma-1 chain C region,1201,4785,,0.865274,0.716,当归,Danggui
449,MOL000449,Stigmasterol,Retinoic acid receptor RXR-alpha,158,459,,0.908315,0.702,当归,Danggui
449,MOL000449,Stigmasterol,Nuclear receptor coactivator 1,3279,6228,,0.903861,0.738,当归,Danggui
449,MOL000449,Stigmasterol,Prostaglandin G/H synthase 1,6,20,,0.926223,0.788,当归,Danggui
449,MOL000449,Stigmasterol,Prostaglandin G/H synthase 2,94,290,,0.952074,0.844,当归,Danggui
449,MOL000449,Stigmasterol,Alpha-2A adrenergic receptor,105,318,,0.80929,0.718,当归,Danggui
449,MOL000449,Stigmasterol,Sodium-dependent noradrenaline transporter,186,540,,0.829138,0.708,当归,Danggui
449,MOL000449,Stigmasterol,Sodium-dependent dopamine transporter,239,713,,0.836413,0.734,当归,Danggui
449,MOL000449,Stigmasterol,Beta-2 adrenergic receptor,261,766,,0.849795,0.746,当归,Danggui
449,MOL000449,Stigmasterol,Aldose reductase,288,822,,0.916136,0.712,当归,Danggui
449,MOL000449,Stigmasterol,Urokinase-type plasminogen activator,346,1074,,0.885465,0.71,当归,Danggui
449,MOL000449,Stigmasterol,Leukotriene A-4 hydrolase,521,3060,,0.916724,0.734,当归,Danggui
449,MOL000449,Stigmasterol,Amine oxidase [flavin-containing] B,565,3939,,0.958232,0.77,当归,Danggui
449,MOL000449,Stigmasterol,Amine oxidase [flavin-containing] A,566,3941,,0.96149,0.72,当归,Danggui
449,MOL000449,Stigmasterol,mRNA of PKA Catalytic Subunit C-alpha,699,6263,,0.825255,0.722,当归,Danggui
449,MOL000449,Stigmasterol,Chymotrypsinogen B,1696,6011,,0.825543,0.724,当归,Danggui
449,MOL000449,Stigmasterol,Muscarinic acetylcholine receptor M3,16,51,,0.909264,0.752,当归,Danggui
449,MOL000449,Stigmasterol,Muscarinic acetylcholine receptor M1,38,103,,0.917348,0.76,当归,Danggui
449,MOL000449,Stigmasterol,Beta-1 adrenergic receptor,63,193,,0.833128,0.72,当归,Danggui
449,MOL000449,Stigmasterol,Sodium channel protein type 5 subunit alpha,70,220,,0.827658,0.7,当归,Danggui
449,MOL000449,Stigmasterol,5-hydroxytryptamine 2A receptor,175,502,,0.852976,0.712,当归,Danggui
449,MOL000449,Stigmasterol,Alpha-1A adrenergic receptor,191,556,,0.838547,0.738,当归,Danggui
449,MOL000449,Stigmasterol,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.804967,0.702,当归,Danggui
449,MOL000449,Stigmasterol,Muscarinic acetylcholine receptor M2,210,617,,0.914792,0.728,当归,Danggui
449,MOL000449,Stigmasterol,Alpha-1B adrenergic receptor,216,632,,0.87389,0.752,当归,Danggui
449,MOL000449,Stigmasterol,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.87386,0.756,当归,Danggui
449,MOL000449,Stigmasterol,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,,0.811049,0.754,当归,Danggui
5589,MOL005589,"3,4-DIMETHYLBENZALDEHYDE",Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.87035,0.714,当归,Danggui
5589,MOL005589,"3,4-DIMETHYLBENZALDEHYDE",Alcohol dehydrogenase 1C,727,517,,0.8858,0.7,当归,Danggui
5590,MOL005590,ETHYLBENZALDEHYDE,Alcohol dehydrogenase 1C,727,517,,0.82889,0.716,当归,Danggui
5590,MOL005590,ETHYLBENZALDEHYDE,Amine oxidase [flavin-containing] B,565,3939,,0.80226,0.72,当归,Danggui
5608,MOL005608,TMHYDROP,Prostaglandin G/H synthase 1,6,20,,0.82344,0.718,当归,Danggui
5608,MOL005608,TMHYDROP,Prostaglandin G/H synthase 2,94,290,,0.81803,0.776,当归,Danggui
5608,MOL005608,TMHYDROP,Sodium-dependent dopamine transporter,239,713,,0.81152,0.706,当归,Danggui
5608,MOL005608,TMHYDROP,Beta-2 adrenergic receptor,261,766,,0.80507,0.71,当归,Danggui
5608,MOL005608,TMHYDROP,Lysozyme,1172,2300,,0.84599,0.714,当归,Danggui
635,MOL000635,vanillin,Amine oxidase [flavin-containing] B,565,3939,,0.835161,0.752,当归,Danggui
635,MOL000635,vanillin,Amine oxidase [flavin-containing] A,566,3941,,0.848149,0.732,当归,Danggui
635,MOL000635,vanillin,Lysozyme,1172,2300,,0.861297,0.744,当归,Danggui
635,MOL000635,vanillin,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,,0.888764,0.7,当归,Danggui
635,MOL000635,vanillin,Prostaglandin G/H synthase 2,94,290,,0.859492,0.71,当归,Danggui
635,MOL000635,vanillin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.963302,0.7,当归,Danggui
635,MOL000635,vanillin,Alcohol dehydrogenase 1C,727,517,,0.827399,0.726,当归,Danggui
635,MOL000635,vanillin,Cytochrome P450-cam,1143,2298,,0.884621,0.704,当归,Danggui
635,MOL000635,vanillin,Matrix metalloproteinase-9,4334,h001,validated,,,当归,Danggui
635,MOL000635,vanillin,Mitogen-activated protein kinase 1,354,1176,validated,,,当归,Danggui
635,MOL000635,vanillin,Transcription factor AP-1,414,1629,validated,,,当归,Danggui
6869,MOL006869,WLN: QR CQ DV1,Prostaglandin G/H synthase 1,6,20,,0.84533,0.782,当归,Danggui
6869,MOL006869,WLN: QR CQ DV1,Prostaglandin G/H synthase 2,94,290,,0.85812,0.82,当归,Danggui
6869,MOL006869,WLN: QR CQ DV1,Amine oxidase [flavin-containing] B,565,3939,,0.8761,0.716,当归,Danggui
6869,MOL006869,WLN: QR CQ DV1,Amine oxidase [flavin-containing] A,566,3941,,0.91026,0.714,当归,Danggui
6869,MOL006869,WLN: QR CQ DV1,Lysozyme,1172,2300,,0.87774,0.72,当归,Danggui
6869,MOL006869,WLN: QR CQ DV1,Chymotrypsinogen B,1696,6011,,0.80146,0.706,当归,Danggui
69,MOL000069,palmitic acid,Cathepsin D,363,1243,,0.924308,0.72,当归,Danggui
69,MOL000069,palmitic acid,Alcohol dehydrogenase 1B,726,444,,0.906377,0.71,当归,Danggui
69,MOL000069,palmitic acid,Alcohol dehydrogenase 1C,727,517,,0.923102,0.74,当归,Danggui
69,MOL000069,palmitic acid,Prostaglandin G/H synthase 1,6,20,,0.84976,0.73,当归,Danggui
69,MOL000069,palmitic acid,Prostaglandin G/H synthase 2,94,290,,0.81267,0.756,当归,Danggui
69,MOL000069,palmitic acid,Rhodopsin,477,2207,,0.94961,0.704,当归,Danggui
69,MOL000069,palmitic acid,Ig gamma-1 chain C region,1201,4785,,0.97902,0.726,当归,Danggui
69,MOL000069,palmitic acid,Ferrichrome-iron receptor,1306,2427,,0.94011,0.714,当归,Danggui
69,MOL000069,palmitic acid,Nuclear receptor coactivator 2,3276,6241,,0.93012,0.734,当归,Danggui
69,MOL000069,palmitic acid,Apoptosis regulator Bcl-2,86,273,validated,,,当归,Danggui
69,MOL000069,palmitic acid,Interleukin-10,4292,h001,validated,,,当归,Danggui
69,MOL000069,palmitic acid,Tumor necrosis factor,265,777,validated,,,当归,Danggui
69,MOL000069,palmitic acid,Collagen alpha-1(I) chain,731,28,validated,,,当归,Danggui
69,MOL000069,palmitic acid,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",4620,h001,validated,,,当归,Danggui
69,MOL000069,palmitic acid,Putative beta-glucuronidase-like protein SMA3,4486,h001,validated,,,当归,Danggui
69,MOL000069,palmitic acid,Solute carrier family 22 member 5,4532,h001,validated,,,当归,Danggui
69,MOL000069,palmitic acid,Choline-phosphate cytidylyltransferase A,3542,677,validated,,,当归,Danggui
7745,MOL007745,WLN: QVR BVQ,Prostaglandin G/H synthase 1,6,20,,0.85319,0.762,当归,Danggui
7745,MOL007745,WLN: QVR BVQ,"Nitric-oxide synthase, brain",28,76,,0.80377,0.7,当归,Danggui
7745,MOL007745,WLN: QVR BVQ,Prostaglandin G/H synthase 2,94,290,,0.87536,0.816,当归,Danggui
7745,MOL007745,WLN: QVR BVQ,Amine oxidase [flavin-containing] B,565,3939,,0.88989,0.72,当归,Danggui
7745,MOL007745,WLN: QVR BVQ,Lysozyme,1172,2300,,0.86351,0.7,当归,Danggui
7745,MOL007745,WLN: QVR BVQ,Amine oxidase [flavin-containing] A,566,3941,,0.878159,0.7,当归,Danggui
8251,MOL008251,sedanolide,Prostaglandin G/H synthase 2,94,290,,0.88216,0.804,当归,Danggui
8251,MOL008251,sedanolide,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,,0.87128,0.742,当归,Danggui
8251,MOL008251,sedanolide,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,,0.85096,0.718,当归,Danggui
8251,MOL008251,sedanolide,Sodium-dependent noradrenaline transporter,186,540,,0.86612,0.718,当归,Danggui
8251,MOL008251,sedanolide,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,,0.85942,0.722,当归,Danggui
8251,MOL008251,sedanolide,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,,0.92121,0.786,当归,Danggui
8251,MOL008251,sedanolide,Glutamate receptor 2,3216,921,,0.87691,0.71,当归,Danggui
8251,MOL008251,sedanolide,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,,0.84147,0.744,当归,Danggui
8253,MOL008253,sphingomyelin,Phospholipase A2,708,6500,,0.8131,0.708,当归,Danggui
8255,MOL008255,α-acoradiene,Prostaglandin G/H synthase 1,6,20,,0.93864,0.72,当归,Danggui
