gene_symbol
ACHE
ADRA1A
ADRA1B
ADRA1D
ADRA2A
ADRA2B
ADRA2C
BCHE
CAV1
CDC25B
CDK2
CDK4
CHRNA2
DRD1
DRD2
DRD3
DRD4
EGFR
ESR1
ESR2
FOSL1
GSK3B
MAPK14
ME2
MMP3
MPO
MTOR
NR3C1
PTGS1
PTGS2
SLC6A2
TP53
