gene_symbol
ADRA1A
ADRA1B
ADRA1D
ADRA2A
ADRA2B
ADRA2C
ADRB1
ADRB2
ALDH5A1
CRP
DCAF5
DRD2
DRD3
DRD4
ESR1
ESR2
GABRA6
HTR3A
IL10
IL2
IL6
MAOA
MAOB
NOS1
NR3C1
NUF2
OPRD1
OPRM1
PGR
PRKCA
PTGS2
SCN5A
SLC6A2
SLC6A4
