gene_symbol
APP
PSEN1
PSEN2
APOE
GRIN1
SORL1
ADAM10
CDK5
GRIN3B
ACE
ACHE
GRIN2B
BCHE
GRIN2A
GRIN2D
GRIN3A
APH1B
GRIN2C
CDK5R1
HFE
CDC25B
CR1
ADRA2B
HMGCR
CD33
GRN
EPHA1
FOXO3
TREM2
ABCA7
NDUFAB1
CLU
BIN1
SLC6A3
GSK3B
CDKN2B
PLCG2
CDKN1A
NCK2
PSAP
PLK1
CDK4
SMPD1
MS4A6A
SCARB1
AXL
NDUFS5
HTR1A
AURKB
NDUFA8
NDUFV2
LSM6
MTMR3
SLC6A2
CDKN2A
CDKN1C
CDK1
RIOK2
DRD2
NDUFS1
DDX39B
ATP6V1B2
PICALM
CD2AP
UQCRC1
ATP6V1A
ADRA2C
AURKA
ADRA2A
MPO
NDUFS2
CASS4
SLC18A2
PIKFYVE
CAMLG
NDUFA9
KAT8
NR1H2
CSNK1A1
AKAP11
TARS2
MASTL
ATP6V1C1
FADS2
CDK12
CTSB
PI4KB
NDUFB7
MTMR6
DRD1
H2BC4
TP53
MTOR
KIF1A
NEU1
OGG1
PIK3CB
TGFBR2
BMS1
CLK2
GABRP
SCD
DRD3
NOC4L
XPO1
AP2S1
DRD4
SLC24A4
INPP5D
SHARPIN
TGFBR1
RAB7A
PTPN1
CLTC
PPT1
RRP15
RASGEF1C
NDUFS8
FCF1
NDUFB9
PPP1R10
NDUFA5
GM2A
AP2M1
HSD17B12
NDUFC2
COPA
SON
COPG1
TMEM106B
NUP93
SF3B1
ACACA
BMP2K
PIK3R1
NAGPA
SNRPD3
MDN1
MED1
MCM10
NDUFA6
KIF18B
COPZ1
SNX3
TNPO3
COPB1
ZNF207
DSTYK
HEATR1
COPB2
PAF1
SEC13
DHX37
PXK
PPP1R15B
NOP16
LTV1
IMP3
SUPT6H
MTMR14
NUP205
PPAN
SNRPE
PLRG1
LRP1
FERMT2
PTK2B
PRDX2
WDHD1
DIMT1
B4GALT2
MT-ND1
ELMO2
GBF1
RSL24D1
BLOC1S5
PTPN12
AP3B1
LAMTOR3
DHX15
SBF1
ATP1A1
JAZF1
SNRPD2
NDUFC1
ECHDC3
WRAP53
TAOK1
NDUFV1
SMG8
PILRA
IPO7
NRIP1
PTDSS1
IL34
NDUFB4
SKP2
RIPK1
ABCA1
ABI3
SQLE
RAP2B
TRAPPC5
GGPS1
PDGFRA
ATP8B4
CALR
NECTIN2
BTF3
NISCH
PAPOLA
NUP160
MTMR12
SNRK
RXRG
HTR2A
TFCP2L1
TSPAN14
BACE1
TTN
RANBP3
PRSS8
MTMR9
AP3D1
EEF2
PDE7B
EPM2A
VPS28
PIP5K1A
HTR6
IDUA
COX7C
SPI1
CLK3
PPARG
PANK1
ADRA1D
ADRA1B
MMP25
QPCT
CSF1R
MOB3B
PTGS2
PDE4B
MAK
CDH13
DLD
ING3
FBXL22
APH1A
ELOVL7
BRD2
MRPS27
CREB1
MTMR10
KAT5
TSPO
USP6NL
GABRB1
EGFR
TSPOAP1
